storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,relative_humidity_1000_std,-2.1113002049545653,0.7895993287864357,-1.294809945814576,0.056980583047895404,0.2586128726129959
2,relative_humidity_1000_std,-1.9866401456850389,-0.3076796480284772,-0.1490496278910672,-0.12509130856006365,0.1864720154469656
3,relative_humidity_1000_std,-2.147230086299666,-0.7249829945535706,1.0147840249092832,-0.07370276433799522,0.5503504239630794
5,relative_humidity_1000_std,-0.698642841965638,-0.9167362312920757,0.11463527283754882,0.7473094016891816,-0.17795781708183545
6,relative_humidity_1000_std,-1.406064714262455,0.5440089431221315,-0.41659518827549513,-0.07531859069211835,-0.09976756048133226
7,relative_humidity_1000_std,-1.0332248050930193,-0.28279414424145904,-0.20581849397155536,-0.20993812187691316,0.09518760980665888
8,relative_humidity_1000_std,-2.4847579831207516,-2.0564772541842022,-0.8050345193886791,0.13900490171110866,0.48049747910404494
11,relative_humidity_1000_std,-4.700861943114179,-0.8060025344969485,0.07822819106189131,0.32167469616182565,-0.024668958467134627
12,relative_humidity_1000_std,-3.2032916205159543,-0.6840671547792048,-0.45426272503926796,0.5211032614031793,-0.2288584853060051
13,relative_humidity_1000_std,-3.5592083402651955,-0.6827820537755493,-0.1832743648475138,0.09260655588811119,-0.030286416084446485
16,relative_humidity_1000_std,-5.4307517816013595,0.42901765798971175,-0.4466153624700904,0.39314521917664125,-0.08591160346066473
19,relative_humidity_1000_std,0.2667020476409974,0.8245192559258143,0.5882539787038765,-0.16114365775984776,-0.11232422622761871
21,relative_humidity_1000_std,-2.76795101487528,2.061953915894359,-0.4812500256964671,0.21556620308297506,-0.0990046192924239
26,relative_humidity_1000_std,-0.22391832627347702,0.2841713433570082,0.3077581307735561,0.27887638522110325,-0.13511794367512128
27,relative_humidity_1000_std,3.6896192188313424,0.4167242573127815,-0.2644759244511542,-0.5572073013066833,0.00757328478951558
29,relative_humidity_1000_std,3.9815227262882247,-3.216942279366004,-0.8878864901792535,-0.42609751899595466,0.8614081858493847
31,relative_humidity_1000_std,5.882506020068957,0.04136167702693833,0.6332686709793015,-0.31606951421271506,0.44454819918310545
32,relative_humidity_1000_std,-3.7453903974075744,1.0745497982434193,0.31737327285678263,-0.44708247275852775,-0.44637999778279136
33,relative_humidity_1000_std,14.550553570465055,-4.59877905725778,-1.9727514915096276,0.9487071512804274,-0.2801173704904465
34,relative_humidity_1000_std,5.517045441046481,-0.17841975061003182,-0.7373071749847979,-1.5373398042723687,0.878043379473234
38,relative_humidity_1000_std,9.99127471759652,2.4595392977334685,-3.0329646891057966,0.9019391241876769,1.3671319348315503
39,relative_humidity_1000_std,-0.4165178688268119,-1.179404513312181,0.11508763060529256,-0.28795269760266484,-0.12017215813966273
43,relative_humidity_1000_std,-5.363875254090574,0.25766953305442186,0.07607102743835974,-0.01833290879814733,0.05098094177023689
44,relative_humidity_1000_std,-5.360332800807224,-1.1240306008077008,-0.11606192412625295,-0.0789532502556258,-0.07768806314661343
45,relative_humidity_1000_std,-5.638364170214697,0.8310211893509829,-0.33668308201878916,-0.023093288085044822,-0.5820754360774172
46,relative_humidity_1000_std,-0.4902766729769193,-0.28014722646623696,-0.8208160487952593,0.16363023324174417,0.14859067633564402
47,relative_humidity_1000_std,1.3947014645199434,-0.35140247474946884,0.16536432997300773,0.5437615022320117,-0.25812627975570307
48,relative_humidity_1000_std,-3.9844701600295305,-0.9753842201728341,-0.019292416320467975,0.051860166395397464,0.05953024079099794
49,relative_humidity_1000_std,-0.18734356366347493,-0.6295903767751929,0.9746558434260333,-0.7593149705761457,0.30291583481877765
50,relative_humidity_1000_std,-2.2358257665281664,1.5222477479832888,0.07794655705033669,-0.3902987506103732,-0.639827897295736
51,relative_humidity_1000_std,4.009911240568706,-2.720552583434779,-0.2956424145911431,-0.48613559327665845,0.8730719972768293
53,relative_humidity_1000_std,-4.055510515818796,-0.5853784298035883,0.30830939834145055,-0.11651322612398542,0.5494347681693729
54,relative_humidity_1000_std,-3.007548864173286,0.06659611929737018,-0.6766183339531066,-0.618473628770397,-0.4592114519026614
56,relative_humidity_1000_std,-0.7220786013934958,-0.7239511195093682,1.8196557226737318,-0.006346785644540873,0.4687621456525157
58,relative_humidity_1000_std,-6.522438423595007,-0.6245164730854667,0.12843149156049724,0.24339758502313616,-0.15566384821640006
60,relative_humidity_1000_std,-2.9845389066405374,-0.0011304378105662929,0.4475636204215159,0.1578085042075816,-0.153348942837407
61,relative_humidity_1000_std,-5.400773079370355,-0.33148747585440885,0.04298130534150133,0.2836965839142088,-0.16079039997973335
62,relative_humidity_1000_std,-0.7366416552211306,-0.5730319925607723,-0.7123233076212091,-0.62559408214681,0.08937647189176805
63,relative_humidity_1000_std,3.414658848131236,-1.8138771039727204,0.26387075717055436,0.39983264965266657,-0.6681777315548713
64,relative_humidity_1000_std,11.239396517864828,-2.565917802233939,0.257948242928859,1.8276938199094095,-0.9310729334174423
65,relative_humidity_1000_std,9.559102221656456,1.973539658517212,4.031805405980773,-0.7192369086452589,-0.11910346179683146
66,relative_humidity_1000_std,-1.642688054962894,2.368763100072264,0.07500126490556294,-0.07123193178137985,-0.3807217430510109
67,relative_humidity_1000_std,-0.8125230348624565,-1.7107110312640839,0.3020567089720583,0.07167455780250594,0.3490192964651232
