storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15
1,total_precipitation_min,-1.249633637403942,-0.826868763608989,1.8331008779824982,0.5340211555097424,0.8554738138599357,0.8270812682417835,-0.711145253875504,-0.23957248523147906,0.4547378395423565,0.3933834907098168,0.009063085034835546,-0.19447363920727265,0.10574069278152678,-0.3096953030703603,0.24821350686362378
2,total_precipitation_min,-1.1648079659787554,-1.7429791432005828,-0.4010333664455809,-0.43005482703317727,-0.130744359161492,-0.19445561017704566,-0.05033147279516941,-0.27945078362957587,0.02889450260767832,-0.08379294614403329,-0.02956462547027124,0.06836920128693787,-0.025001766290224454,0.02387860827908214,-0.03259213080297969
3,total_precipitation_min,-1.2999453645633041,2.857012498892699,0.8769150407913456,0.20430804926637106,-0.09406000153029384,-1.4986233615073608,0.23341144332864064,-0.32649763904076706,-1.5284427914401433,0.8587422937924308,0.0677400924500651,0.14372623728994716,2.140482128275504,0.7829529402734886,1.5329918685548
5,total_precipitation_min,-0.7870751779378532,-1.6145240962662384,-0.4902220029922927,-0.6661056169311912,-0.323102633444822,1.4453228251471757,2.040275684554044,1.2674671392590384,-0.49455590537001226,0.7886656067506678,2.996843642062605,0.29855521076370584,0.5829245429993988,0.793464060446243,-1.0779803527385114
6,total_precipitation_min,-1.1695461906557856,-1.6839564422084348,-0.24196055570963979,-0.3577675485255956,-0.04749757239497693,-0.07982428016417134,-0.1396620700946371,-0.27554328629784935,0.08971099504447008,-0.009008363890680313,-0.034027367351391516,0.06040798069546234,-0.0537638347210897,0.03269866165166168,-0.05768258542596159
7,total_precipitation_min,-1.1648079659787554,-1.7429791432005828,-0.4010333664455809,-0.43005482703317727,-0.130744359161492,-0.19445561017704566,-0.05033147279516941,-0.27945078362957587,0.02889450260767832,-0.08379294614403329,-0.02956462547027124,0.06836920128693787,-0.025001766290224454,0.02387860827908214,-0.03259213080297969
8,total_precipitation_min,0.2986550352706776,-0.518853040913803,1.1879483906735024,2.6096882467338487,1.9404440331390576,1.3884946238082487,-1.6716340872341295,-0.10788982214777329,0.6161249324061404,1.341190628359756,0.1991498561387476,-0.8917537758260732,-0.17118421971457873,-0.47688970844776707,-0.2301404307004777
11,total_precipitation_min,-1.0454688790830378,0.991192970640658,0.2876835030657148,0.16554534675269852,-0.010743713368038858,1.3215373251031952,-1.402678015197924,-0.1638646417408018,0.1605417738775721,-0.006756873144155559,0.14023201299158097,-0.11067261154935788,0.025553311872501674,-0.33212224671888474,0.434681117956948
12,total_precipitation_min,-1.2081041062672961,-0.541995932128116,1.7311795066214324,0.5996222270609769,0.1889488649987705,-0.1119898111325274,-0.01773804845673979,-0.1601749087145663,0.11646318688509576,-0.05929650051223164,0.0676912018264206,-0.19607289157141625,0.010036914042555705,-0.30181447567938446,0.0340359657502496
13,total_precipitation_min,-1.211777647947771,-1.3611657485797224,-0.05661473212667245,-0.31726272401582994,-0.2735122262211969,-0.39237417960022225,0.06512270847652968,-0.2552806775512879,-0.0806213945428093,-0.10244078038854562,0.014779187318524591,0.10287845078731729,-0.09373881682487198,0.0913567114207622,-0.11299538376648968
16,total_precipitation_min,-0.68574956495282,-1.737772101315095,-0.10922256576143959,-0.6572488917689584,-0.15108432976941757,0.5781593583918989,0.4423952170771596,0.8040650418627776,-0.6665256781028203,0.3101966340287922,-0.9050270180984132,0.2191893622843848,-0.03443920207853352,-0.1743867746519359,-0.31930148122715823
19,total_precipitation_min,-0.5000752273349336,9.088936283990078,-3.968350172136255,-1.473736123223102,-2.3900698221465304,0.5612074681799815,-1.637285582223113,0.19121882839717125,0.25387744591947575,-1.0124016374471136,-0.1791331284755796,-0.09471615597784909,-0.2004454242101647,0.45673573887814783,-0.7305174065583018
21,total_precipitation_min,8.002966447821098,2.298497478204663,-1.6718607932125396,0.11792087846644446,-1.3195681049731942,5.080866001693756,3.8400543912613463,0.36362858384567226,-0.21773662572457742,-0.0012062994080576804,0.9021260387555579,-1.429232819839141,-0.028509723588557433,-0.3209235512410129,0.5972954375847332
26,total_precipitation_min,-0.9366071224846559,-1.5276839033627228,-0.5811977774244258,-0.3250682654171225,0.05991534927112224,-0.1588650523392447,-0.05745074668610357,-0.14894264257173961,0.04256676279617928,-0.2383784859766331,0.04777261923115517,-0.29847322979294766,-0.19459892383268007,0.0353929930625699,-0.07292121546212312
27,total_precipitation_min,-1.1715691209227788,-1.2251464187086536,-0.4547993325229653,-0.44451283096074795,-0.2091111298154404,-0.3944511406966292,0.07780131632482805,-0.20612354359298576,0.10958471460245947,0.04998144961250912,-0.039406174070844624,0.05160488016585257,-0.25944549343517254,-0.05572930299640256,-0.2522459877671931
29,total_precipitation_min,-0.3686917802199035,3.7064741832176957,4.770657496240961,0.9186640602075403,0.34794145468001064,1.3569323345007744,0.3515467719558631,0.159670401070212,1.2364797557199076,-1.945092784827079,0.1353951844797894,0.7316860146825073,-0.09867714444030627,-0.4595467203597759,0.5951083836500891
31,total_precipitation_min,-1.1648079659787554,-1.7429791432005828,-0.4010333664455809,-0.43005482703317727,-0.130744359161492,-0.19445561017704566,-0.05033147279516941,-0.27945078362957587,0.02889450260767832,-0.08379294614403329,-0.02956462547027124,0.06836920128693787,-0.025001766290224454,0.02387860827908214,-0.03259213080297969
32,total_precipitation_min,-1.322661745395946,-0.215323032231291,1.1013188568748378,0.10696178724316015,-0.405655485598449,-0.21366801274154737,-0.1587041795338426,-0.22610285710173583,-0.24995131540043627,-0.18404491999390576,0.024587368794671046,0.2587855288249618,-0.1728410594833135,0.32218566348901156,-0.35173134829623576
33,total_precipitation_min,-1.1667248716516894,-1.7056599767318144,-0.3128747870701942,-0.38246676070627594,-0.056668330238483666,-0.11474629957241944,-0.1131088170863507,-0.2912168323684398,0.06623783373761606,0.0016327217133230295,-0.019363407309570927,0.010377203121365789,-0.013829238050067848,-0.0518815782177336,0.0004159882480856464
34,total_precipitation_min,-1.167792522721514,-1.7457531529234434,-0.401540041552555,-0.430495235304704,-0.13115339181995622,-0.19492303412768494,-0.05108460981637445,-0.28033123051358994,0.02922639332477998,-0.08395605115892611,-0.029732193455272816,0.06856323627969607,-0.02483279922281623,0.0236994028501421,-0.03260177179343602
38,total_precipitation_min,-1.1589099978654611,-1.742866779352695,-0.40037242057084477,-0.4361641932988337,-0.13593467577325755,-0.1492598111237957,-0.007250991169520068,-0.2404894968318729,0.005786634947833663,-0.07664516883447342,-0.04693072872163229,0.06279799995119853,-0.021090804527887096,0.0042215199549899655,-0.020058575033333883
39,total_precipitation_min,-1.1618234092359971,-1.740205133477722,-0.4005266913386069,-0.42961441876165013,-0.13033532650302776,-0.19398818622640635,-0.04957833577396413,-0.2785703367455618,0.028562611890576583,-0.08362984112914049,-0.029397057485269662,0.06817516629417966,-0.025170733357632716,0.0240578137080222,-0.03258248981252342
43,total_precipitation_min,-1.0980140388287765,-1.5445473102897953,-0.5534205495522052,-0.4499483149315507,0.35583658223161185,-0.3787015659866531,-0.02694106846479771,-0.2728407427457877,-0.12460632771079642,-0.032483983956173794,-0.06027647534509989,0.09018491436371663,0.23901333931170599,0.1990639109217284,-0.017735184343889775
44,total_precipitation_min,1.223380832984807,-1.0115193443789066,2.1222789802422666,-1.0957699577802618,-0.019040416474680095,2.38094349048624,1.557179687577546,2.983563341860629,-2.200771362719034,0.5626745864070265,-2.3604436584118167,0.9513929994855079,-0.08334505407774165,-0.030676809071576206,-0.4658941773580682
45,total_precipitation_min,0.3819364188910665,-1.7101391707150106,0.003107123311523683,-1.1934188658087996,-0.3322563736466509,0.7838132924957587,1.090257194420974,0.8173349600351161,-0.8213147177965121,0.2896877799977476,-0.7093213576216265,0.2360987689159882,-0.38300105869194806,-0.07931171110995383,0.40507947175473225
46,total_precipitation_min,-1.1618234092359971,-1.740205133477722,-0.4005266913386069,-0.42961441876165013,-0.13033532650302776,-0.19398818622640635,-0.04957833577396413,-0.2785703367455618,0.028562611890576583,-0.08362984112914049,-0.029397057485269662,0.06817516629417966,-0.025170733357632716,0.0240578137080222,-0.03258248981252342
47,total_precipitation_min,-1.282249089323464,0.3086158438614082,-0.2765346217217689,-0.3007849830140939,-0.6023326438032388,0.6476146681003627,-1.1803189308800115,-0.6011252539845037,-0.44303606225509373,0.9450155191748255,0.07533874139773522,0.0736379015368195,0.22025018257873807,0.08927823352170051,0.32363181030974414
48,total_precipitation_min,-1.1481342564987445,-0.04365904408206625,1.7165258933819525,0.1282551047076632,-0.5994001299721943,-1.682407481635114,1.212901151008094,-0.09783685947389362,-0.6058844005617069,-0.9802049863504071,0.237793829725469,-0.20199283641454271,-0.15631113258032633,-0.3705851533513886,0.05806583769014325
49,total_precipitation_min,-1.1941344415721458,-1.486225080264664,0.1957516876864465,-0.21022960674729393,0.003988039871388806,0.006556183776902129,-0.16635006986992038,-0.2212539292564426,0.028022575616973504,-0.2455617075948594,-0.06449820727312784,0.27855614648085364,-0.018008217137245142,0.30895895051922245,-0.10990852079673692
50,total_precipitation_min,-1.21064640901291,-1.0433519142061911,1.3357216573915844,0.4533654463512318,1.1284445322400178,1.2599286298992993,-1.193120750936212,-0.4123950135262114,0.7390521386558019,1.284400441420806,0.08050022371301298,-0.6904128090763216,0.0011131226474377022,-0.8915134099579759,0.2817953990648314
51,total_precipitation_min,0.19775709279917866,6.495315884226887,-3.0104632525921233,0.5174720737901289,8.607836418037127,-1.526195835617777,0.2831531747698991,-0.20016432302307752,-2.6156014505537923,0.19477529725094,0.12708386132648766,-0.6148400360762076,-0.41797397075980114,-0.15888061744828558,-0.18518584035957816
53,total_precipitation_min,-1.409042470946061,0.6441994625054247,0.3892241824347084,-0.18879048872906667,-1.1682361433626458,-1.7199904589894994,0.9145215329719981,-0.13154517836431653,-0.28944960339533615,0.2655903030810374,0.18579633370452028,-0.22151881674943302,-0.253623322843971,-0.5887505151810232,-0.1880050609424113
54,total_precipitation_min,5.929364993609731,-1.8723471807761911,-1.2450889893701456,2.9167275059476636,-1.0126949582658942,-2.1645126492956717,-3.3587216990017734,4.730529623552726,-0.33478087273708435,-0.6552900857738314,1.0397578373192506,-0.437620691298999,0.09819700680479432,-0.6104285009969972,0.16753888896711497
56,total_precipitation_min,-0.8466412779860812,-0.7356573117308683,-0.6750535678899486,-0.7258316912152424,-0.2737520228806546,0.1094177646515031,0.4485288908721376,0.3450301703599174,0.2224743194603925,-0.008094514824887222,-0.4199732165784123,0.2711063237724962,-0.05492349394519984,-0.39513648959575914,0.2324226990423334
58,total_precipitation_min,-1.5280143024720072,6.379441654834332,-2.862208040811394,-1.3425338789380976,-4.078116159180089,1.6179041555812703,-2.5847976665758194,-1.1837379303740574,-2.1905531547557717,0.05205913088980238,0.28982158328334373,0.7473220007454137,0.04022628066775728,-0.5228751487701734,0.19103538106019022
60,total_precipitation_min,-0.9803499819360793,-1.734561289877913,-0.36401778154667785,-0.4576885008130513,-0.14433642863162433,-0.20759840953123643,-0.03260222823834828,-0.3841847619954019,0.054802701083436794,-0.11419092134282781,0.0077469009730014565,0.07897307026726098,-0.015015208214826548,-0.00012934293626905977,-0.03502805631945339
61,total_precipitation_min,-1.6223831014703105,3.616015153999271,6.809727414201203,2.140163436354852,-0.33574294177994635,-1.1483458660495234,1.0998091882010077,0.07406238257664775,-0.9603674994626614,-2.024363658159259,0.4887088489478797,0.18557557489690774,0.27998343688530547,-0.24438225360320015,0.1822312410533073
62,total_precipitation_min,-0.610167796129799,-1.5229576916437613,-0.5766494224522536,0.30590359689704016,-0.30497161415914026,-0.1634213475918272,0.16137760933214196,-0.4141464592157282,-0.08630886976443046,-0.03257460657487017,-0.022611163351616285,-0.5585102580902443,-0.12716790450908352,0.14994934548702132,-0.13506440365242414
63,total_precipitation_min,-1.036171135869038,-1.7176811171738988,-0.2696624038242859,-0.44728840545600757,-0.12219048771546366,-0.13402047014563387,-0.09527553541277389,-0.22317734106466497,0.0198735668662999,-0.08058919629496919,-0.11255667408739817,0.05045587079937382,-0.1452079767409615,0.22476909744308082,-0.010146484797460132
64,total_precipitation_min,-1.2903947220475582,-0.7048370716245688,0.5248450215674292,-0.14738782982166052,-0.6444596508897249,-1.0762118333199253,0.8277451789964569,-0.1487433374558034,-0.39293422581255744,-0.3609191536462024,0.37241156116549096,-0.23156399830476807,-0.13022352874674967,-0.4238862658825822,-0.2056005780817308
65,total_precipitation_min,-1.1648079659787554,-1.7429791432005828,-0.4010333664455809,-0.43005482703317727,-0.130744359161492,-0.19445561017704566,-0.05033147279516941,-0.27945078362957587,0.02889450260767832,-0.08379294614403329,-0.02956462547027124,0.06836920128693787,-0.025001766290224454,0.02387860827908214,-0.03259213080297969
66,total_precipitation_min,-1.6042115199510876,8.022859741136891,0.7440653632656566,-0.27214170901553153,-3.441636957198789,-3.996317572096561,2.5953670104056186,0.7430428669264262,1.356784605991694,2.522850009378083,-0.43603877407615566,-0.5539195534351792,-0.682836561145531,-0.2789544148736192,0.016299155273749304
