storm_number,variable,PCA_1
1,relative_humidity_250_max,4.483538990432554
2,relative_humidity_250_max,6.29541188614694
3,relative_humidity_250_max,-1.748921662820072
5,relative_humidity_250_max,-3.659388107514601
6,relative_humidity_250_max,-3.621910398870057
7,relative_humidity_250_max,-3.3026412787092
8,relative_humidity_250_max,-4.357993361766645
11,relative_humidity_250_max,-3.139263836717557
12,relative_humidity_250_max,-2.5311897156141088
13,relative_humidity_250_max,-2.9921105452046213
16,relative_humidity_250_max,-1.141342892393142
19,relative_humidity_250_max,5.9929638075185085
21,relative_humidity_250_max,9.631212608863438
26,relative_humidity_250_max,-3.1091755147577915
27,relative_humidity_250_max,-3.0570306011121997
29,relative_humidity_250_max,0.4848803008818245
31,relative_humidity_250_max,-3.680312555282874
32,relative_humidity_250_max,-2.750030832591654
33,relative_humidity_250_max,-1.8953848226596461
34,relative_humidity_250_max,-2.6000750047928527
38,relative_humidity_250_max,1.1069598600272819
39,relative_humidity_250_max,-1.7639292698161027
43,relative_humidity_250_max,9.553032859574861
44,relative_humidity_250_max,-2.619453980053216
45,relative_humidity_250_max,-3.425167031710568
46,relative_humidity_250_max,-3.896704125977608
47,relative_humidity_250_max,-0.9393602788073752
48,relative_humidity_250_max,-2.082475791384344
49,relative_humidity_250_max,-2.96882126616952
50,relative_humidity_250_max,-3.1214420468683364
51,relative_humidity_250_max,2.8994034910916233
53,relative_humidity_250_max,-2.9794629779649866
54,relative_humidity_250_max,-2.293766863736368
56,relative_humidity_250_max,-1.7579593170129795
58,relative_humidity_250_max,2.467516195773498
60,relative_humidity_250_max,-3.257515640201296
61,relative_humidity_250_max,-3.6091474986903918
62,relative_humidity_250_max,3.24708804716391
63,relative_humidity_250_max,-3.801641910302902
64,relative_humidity_250_max,-3.3008626834684094
65,relative_humidity_250_max,-2.009739813853271
66,relative_humidity_250_max,9.943218878357385
67,relative_humidity_250_max,-2.884554633719799
68,relative_humidity_250_max,8.536829730855285
69,relative_humidity_250_max,2.68365483293776
71,relative_humidity_250_max,-3.1928275111081255
72,relative_humidity_250_max,-0.6718822224287819
73,relative_humidity_250_max,11.024132692130738
76,relative_humidity_250_max,-2.9748194282505604
77,relative_humidity_250_max,-3.2634803938089743
78,relative_humidity_250_max,-0.43196502291213584
79,relative_humidity_250_max,-2.932479291780117
80,relative_humidity_250_max,-4.1345744947173175
81,relative_humidity_250_max,-4.032781184152504
82,relative_humidity_250_max,-4.059504585696972
83,relative_humidity_250_max,-3.929779469919849
85,relative_humidity_250_max,5.834407622163599
86,relative_humidity_250_max,26.729194284640386
87,relative_humidity_250_max,-0.6646381709578759
89,relative_humidity_250_max,9.228849854545693
90,relative_humidity_250_max,-3.456991953454897
93,relative_humidity_250_max,7.79122302699156
95,relative_humidity_250_max,-3.889018980364233
