storm_number,variable,PCA_1
1,relative_humidity_10_max,-1.4887354893645695
2,relative_humidity_10_max,-1.0594156079896768
3,relative_humidity_10_max,-2.103237870861823
5,relative_humidity_10_max,-2.5295628236604175
6,relative_humidity_10_max,-2.565172618117547
7,relative_humidity_10_max,-2.5379071716065638
8,relative_humidity_10_max,-2.8303023085556
11,relative_humidity_10_max,-2.61217050887967
12,relative_humidity_10_max,-1.8160688892864711
13,relative_humidity_10_max,-2.2848806852897403
16,relative_humidity_10_max,-2.3092777305938066
19,relative_humidity_10_max,2.1889549381363436
21,relative_humidity_10_max,2.5033147378401868
26,relative_humidity_10_max,-2.388445878876068
27,relative_humidity_10_max,-2.4192494322970064
29,relative_humidity_10_max,-2.3624113516223795
31,relative_humidity_10_max,-2.5415605542003625
32,relative_humidity_10_max,-1.3661205084015198
33,relative_humidity_10_max,-1.6491191395376859
34,relative_humidity_10_max,-2.2998869051469084
38,relative_humidity_10_max,-1.699710747129367
39,relative_humidity_10_max,-0.5767458380267539
43,relative_humidity_10_max,2.9354462339124905
44,relative_humidity_10_max,-1.9208084650542787
45,relative_humidity_10_max,-2.5752026933615557
46,relative_humidity_10_max,-2.5677815616104493
47,relative_humidity_10_max,-2.513318745778482
48,relative_humidity_10_max,-0.8465899820359549
49,relative_humidity_10_max,-1.6397361449214198
50,relative_humidity_10_max,-2.2772487237881824
51,relative_humidity_10_max,11.783921812701516
53,relative_humidity_10_max,-1.8089439182027083
54,relative_humidity_10_max,-2.3319701686560754
56,relative_humidity_10_max,-0.8515442279163469
58,relative_humidity_10_max,29.45358131481114
60,relative_humidity_10_max,-2.403492539029825
61,relative_humidity_10_max,-2.540139139903987
62,relative_humidity_10_max,2.6015656303610335
63,relative_humidity_10_max,-2.753447990700453
64,relative_humidity_10_max,-2.7421929292771345
65,relative_humidity_10_max,-2.748170092466315
66,relative_humidity_10_max,0.8948025154481923
67,relative_humidity_10_max,-1.771095602856473
68,relative_humidity_10_max,0.010153775365388184
69,relative_humidity_10_max,2.880703427890871
71,relative_humidity_10_max,-1.6329966741075885
72,relative_humidity_10_max,7.376914456641685
73,relative_humidity_10_max,4.21575895869742
76,relative_humidity_10_max,-2.621293405751931
77,relative_humidity_10_max,-1.5979625473802732
78,relative_humidity_10_max,-2.1128866929349206
79,relative_humidity_10_max,-2.7916803534369543
80,relative_humidity_10_max,-2.819069485541663
81,relative_humidity_10_max,-2.8120650372603233
82,relative_humidity_10_max,-2.7285593856271912
83,relative_humidity_10_max,-2.715476407473598
85,relative_humidity_10_max,0.22999351844955415
86,relative_humidity_10_max,3.1306603326471847
87,relative_humidity_10_max,15.821948446589346
89,relative_humidity_10_max,17.888803659190806
90,relative_humidity_10_max,-2.6732295731480105
93,relative_humidity_10_max,-1.180958601541163
95,relative_humidity_10_max,-2.49868060947596
