storm_number,variable,PCA_1
1,relative_humidity_1000_min,14.623315866757512
2,relative_humidity_1000_min,4.883782435044269
3,relative_humidity_1000_min,-2.7151667421290164
5,relative_humidity_1000_min,-7.218956829348638
6,relative_humidity_1000_min,-5.123008444359885
7,relative_humidity_1000_min,-2.24093154454099
8,relative_humidity_1000_min,0.2597314491534052
11,relative_humidity_1000_min,0.3579387805448414
12,relative_humidity_1000_min,2.573107278501689
13,relative_humidity_1000_min,-1.4266818676888176
16,relative_humidity_1000_min,-1.0225642855627042
19,relative_humidity_1000_min,8.98293478786015
21,relative_humidity_1000_min,1.116627872768381
26,relative_humidity_1000_min,-1.0617386390759826
27,relative_humidity_1000_min,3.2838734091882675
29,relative_humidity_1000_min,3.2674971641317145
31,relative_humidity_1000_min,-0.8731376910653588
32,relative_humidity_1000_min,-6.688727988121907
33,relative_humidity_1000_min,-5.000073115001884
34,relative_humidity_1000_min,1.6252087161003863
38,relative_humidity_1000_min,6.332952025281947
39,relative_humidity_1000_min,-0.948090412095358
43,relative_humidity_1000_min,2.094642121694119
44,relative_humidity_1000_min,-4.87076073475284
45,relative_humidity_1000_min,-7.509647945268666
46,relative_humidity_1000_min,-4.509844084487653
47,relative_humidity_1000_min,2.195782682832958
48,relative_humidity_1000_min,-3.0834888271314775
49,relative_humidity_1000_min,-5.208095404773726
50,relative_humidity_1000_min,-3.0100804839958224
51,relative_humidity_1000_min,-0.45216712831077444
53,relative_humidity_1000_min,-5.132456948604599
54,relative_humidity_1000_min,-0.12647869808102152
56,relative_humidity_1000_min,1.118467218565893
58,relative_humidity_1000_min,-5.726360326012198
60,relative_humidity_1000_min,-7.021197647489486
61,relative_humidity_1000_min,-6.3427675568053585
62,relative_humidity_1000_min,2.760004105172167
63,relative_humidity_1000_min,-2.714120900995063
64,relative_humidity_1000_min,-1.4516018418872494
65,relative_humidity_1000_min,0.6113305067224514
66,relative_humidity_1000_min,15.532988943546876
67,relative_humidity_1000_min,-2.5457911556852606
68,relative_humidity_1000_min,18.25258980518723
69,relative_humidity_1000_min,0.3850351940817227
71,relative_humidity_1000_min,1.6072758733941253
72,relative_humidity_1000_min,-0.37342267004372565
73,relative_humidity_1000_min,3.9826990456870166
76,relative_humidity_1000_min,-3.156955946093948
77,relative_humidity_1000_min,-0.25355850505491045
78,relative_humidity_1000_min,3.6088934529490464
79,relative_humidity_1000_min,-0.6503131633439636
80,relative_humidity_1000_min,-0.5008632428290317
81,relative_humidity_1000_min,-4.036191464692017
82,relative_humidity_1000_min,-3.7117045015316927
83,relative_humidity_1000_min,-5.224485237431183
85,relative_humidity_1000_min,4.5739016080443
86,relative_humidity_1000_min,11.42359238558344
87,relative_humidity_1000_min,-6.306109789521704
89,relative_humidity_1000_min,1.868368458908395
90,relative_humidity_1000_min,7.840127495669236
93,relative_humidity_1000_min,-4.501200672445736
95,relative_humidity_1000_min,-2.4239262471118908
