time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4
1,vertical_velocity_1000_std,-2.5235725920915884,-3.3869017829319934,-2.1279468842683005,-2.1867906258286567
2,vertical_velocity_1000_std,-2.8441315280992336,-3.637579833258521,-2.1739839977514053,-1.2899477989264052
3,vertical_velocity_1000_std,-3.1115758988382027,-2.759700487611994,-2.6295137569552365,-1.035326689764401
4,vertical_velocity_1000_std,-2.984201749626984,-2.797278923532975,-2.9487812709124896,-1.0199951892710373
5,vertical_velocity_1000_std,-3.4811463648955447,-2.6063923371129003,-1.7408546159126002,-0.6556043289378631
6,vertical_velocity_1000_std,-2.4290291348850626,-2.5469122864259433,0.291782164623357,1.1522536475572849
7,vertical_velocity_1000_std,-2.5363902029557535,-2.9698442744261406,1.2618161133426857,1.5509536829794885
8,vertical_velocity_1000_std,-2.8914938174308116,-2.4823371273107444,1.8833401410840453,1.4627816489644607
9,vertical_velocity_1000_std,-3.0381330134008926,-1.9592377527267264,2.858030986429442,1.3553898930320571
10,vertical_velocity_1000_std,-2.8634050247863976,-1.0600707153746478,3.081724634277166,0.3343314820344447
11,vertical_velocity_1000_std,-3.035264271369671,-0.0902513782278557,2.8955295621856934,-0.0371138126729668
12,vertical_velocity_1000_std,-3.0740207920002116,0.25441102000475135,2.248144375295798,-0.4130012731129206
13,vertical_velocity_1000_std,-2.845682401433881,0.870517577212594,2.062458146453687,-0.6565982838391383
14,vertical_velocity_1000_std,-2.743177952483166,1.6501938821161497,1.8386063288655923,-0.9447286440751966
15,vertical_velocity_1000_std,-2.7065514657299743,1.9917250877689574,0.6918353993308195,-0.75969650991279
16,vertical_velocity_1000_std,-2.7051856125083362,2.494468538184445,-0.09041453731804788,-0.788750784288888
17,vertical_velocity_1000_std,-3.2279437691133994,3.4158103792076475,-0.9004146218418264,-0.7298015247401147
18,vertical_velocity_1000_std,-3.0947852112253784,4.152295227400906,-1.1821404958499737,-0.49463745534959924
19,vertical_velocity_1000_std,-3.022356743616264,4.257558819177368,-1.3452422809090052,-0.2551348500450135
20,vertical_velocity_1000_std,-2.606068801826642,4.117712881072499,-1.5482462434326132,0.3480573838422816
21,vertical_velocity_1000_std,-0.7288252880999742,3.258920635173841,-1.3425406315430468,1.6790678058488462
22,vertical_velocity_1000_std,0.7525270589406166,2.0785218656556714,-0.7946780916853344,2.298485402679451
23,vertical_velocity_1000_std,2.701336403195244,0.6767994584815085,-0.29270245144962104,3.0806734912010234
24,vertical_velocity_1000_std,3.388773593068909,-0.04395349668016143,-1.0642784977374387,3.0055529637829665
25,vertical_velocity_1000_std,3.239338161850687,-0.636823962864598,-1.045022465784116,2.5630990662059703
26,vertical_velocity_1000_std,3.3300678793725167,-0.9156407507525643,-1.2665122042133208,1.773513009881705
27,vertical_velocity_1000_std,3.672047250078601,-0.7999652137195906,-0.9280620778399461,1.0910012535412585
28,vertical_velocity_1000_std,3.588035907485931,-0.7432521599374847,-0.2760171386492399,0.628950097067436
29,vertical_velocity_1000_std,3.8417207193407035,-0.5875931625260725,0.2515255907573502,0.17583871055234807
30,vertical_velocity_1000_std,4.303527758074621,-0.33816021643000194,0.7058644192275976,-0.451272746365546
31,vertical_velocity_1000_std,4.670420009271862,-0.40865724679931736,0.7339302294713723,-0.9622398464873325
32,vertical_velocity_1000_std,4.788284088481821,-0.01766864087555591,0.8087533708127882,-1.3828951664251194
33,vertical_velocity_1000_std,5.1559088506779815,0.10061882546699409,0.6458763513328791,-1.6469250376862317
34,vertical_velocity_1000_std,5.09519706935414,0.4990558392830728,0.4519594082073306,-2.2290085390680034
35,vertical_velocity_1000_std,5.016446379179561,0.510111197066803,0.6180835092712366,-2.421543508295898
36,vertical_velocity_1000_std,4.949310508044161,0.4595005162525753,0.3680915330847193,-2.1389369240779073
