,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19
0,3.359809511764021,-0.5445987627159796,3.5584635279552472,0.6228829662620662,3.9004160048253653,-2.7848045006138937,0.5208151926267809,-0.5865253049735875,2.4667673263398595,1.1909313439841975,0.7090726593312929,0.25996899689602815,-1.1938057756117335,-0.8585295357212777,0.17021969230481807,-0.5075625970645635,0.18664594734914414,-0.17533974114935028,-0.33538960076626406
1,4.746020922081249,1.343652557659974,4.483318222930737,1.7009920165638863,2.0077141897366446,-2.7277452665807123,0.526788704744627,0.2732017333452724,0.3975611828031151,-0.4341549065646763,-0.6766127664128572,-0.2200170349187865,-0.13752167549435765,1.0872912108016668,-0.5920293144213982,0.5465747212541368,-0.12002394489970451,0.3708821044302303,0.6666431414247442
2,5.351529298104215,1.8337114290100929,2.9194430005701224,0.9370682129998584,-0.4925390706884718,-2.239838578919472,0.6695988462133566,0.7066847207785477,-1.167751023030656,0.7603523851215017,-0.38959558242594644,0.2669350608407587,1.0193707724559566,0.06949896142576414,0.3732813186837128,0.3424059703092408,0.1555748605622899,0.34765572514581045,-0.28615565282972516
3,5.420392880492996,1.733160844764747,0.17677765787695607,0.22359778438237857,-2.007220118163217,-1.7125685999821527,-0.3497346899864325,0.8373370153533595,-2.4350569495192147,0.29922041494254076,0.4628279953729482,-0.04440627002500243,0.22371866751880257,-0.10580715770232982,0.6708300751090098,-0.6964097883077858,-0.3718936228142865,-0.5235443124486643,-0.24127513050936017
4,5.805936183494255,1.1831697982487295,-0.864600194784753,-1.3223278296183174,-2.229190317730049,-0.8671032785774386,-0.6779809973780082,-0.6353400944879537,-0.9859500604682031,-0.6835680391410149,-0.0018831251760842588,0.29802258835942025,0.16133147701528278,-0.1536584796886951,-0.013856063351149375,-0.8704693297796404,0.15263205024471932,-0.0036599937158898303,0.11159836866014598
5,5.869407917238344,0.292142803110281,-1.457351615212053,-2.2867099261761528,-1.822503611637517,0.26138159417219503,-1.2387282082725384,-0.7313676770290414,0.1565374357676739,-1.3790056619954645,-0.7155717272514962,0.008292479152324913,-0.5370850367395179,-0.8664726252174714,0.04396123769413449,0.6434042997626942,-0.23013685450049165,-0.32725604829228333,0.46083317961639014
6,4.260336621648875,-0.5515093079165853,-0.5699827269099502,-3.722853390793078,-2.4328807009709568,1.399753402056677,-2.2331760612548575,0.11088919343905132,0.6200347619699295,0.2536266919265704,1.2230511236952588,0.22677247788696706,-0.6534486935995995,0.47083439536207145,-0.359607308927505,0.19693561381843291,0.6922400186154908,0.502340815209951,-0.4870897197398622
7,3.3235253823579494,-1.1841265508645902,-1.27372622697246,-3.9790140282737863,-0.3735057353181755,1.9393157541995418,0.18970607315440385,1.2028623127366616,0.8276975292901277,1.2926943225466276,0.4393577888511143,0.04121342778118205,-0.6563042501164815,0.26603271992194294,-0.7117678219361996,0.1087373272685468,-0.17988538323217051,-0.20558443992028452,0.52663378402148
8,2.0645594013810324,-1.8734218578241058,0.1387045894338005,-3.476999979388288,1.3871486863125635,1.6234906527926398,0.7452753361459556,1.6362042990923495,1.4686769395476318,0.4709155792667637,-0.11261340703987256,-0.5756979964255682,1.7881271875445284,0.6174992438741738,0.16857102688027106,0.1730217116934328,0.06654332392691742,-0.5939505085257974,0.2490063924796899
9,1.0348239075733165,-3.3126794928962044,1.7368853129647466,-1.4740496311193985,1.5274744895900185,2.9745010192319836,1.6601094089369581,0.9251162922528975,0.593073746762849,-0.7549533658114677,-1.184315591844459,0.8716591667566719,0.12681843797824457,0.029816472256979587,0.6791088619070548,-0.5123802319556899,-0.9747826895461884,0.5192756891299874,-0.6625307708304206
