storm_number,variable,PCA_1
1,geopotential_500_min,5.746589377964533
2,geopotential_500_min,-1.552422061352141
3,geopotential_500_min,1.1385749236756775
5,geopotential_500_min,4.0634968577940365
6,geopotential_500_min,-1.2997390692018762
7,geopotential_500_min,-8.015492803514435
8,geopotential_500_min,3.491307504185529
11,geopotential_500_min,-4.469325316746759
12,geopotential_500_min,-3.9235393216467873
13,geopotential_500_min,-7.563310803549771
16,geopotential_500_min,-0.5294698082463345
19,geopotential_500_min,-2.412549901379499
21,geopotential_500_min,9.157420463816848
26,geopotential_500_min,-8.205422412087552
27,geopotential_500_min,-10.658343074379099
29,geopotential_500_min,-0.794760723749521
31,geopotential_500_min,-5.602482506077828
32,geopotential_500_min,1.8239682978211498
33,geopotential_500_min,1.8828530253172489
34,geopotential_500_min,-0.05721468169760029
38,geopotential_500_min,-4.061099140868694
39,geopotential_500_min,-3.463231278786119
43,geopotential_500_min,1.0404972979899678
44,geopotential_500_min,3.180292818987806
45,geopotential_500_min,0.24644546399528422
46,geopotential_500_min,-6.269162098853562
47,geopotential_500_min,-4.863869498597946
48,geopotential_500_min,-1.6046069941181766
49,geopotential_500_min,-4.382864269178202
50,geopotential_500_min,-6.389481435735342
51,geopotential_500_min,-3.528957174464187
53,geopotential_500_min,2.8535583713359687
54,geopotential_500_min,5.178993582131636
56,geopotential_500_min,1.1378548690082475
58,geopotential_500_min,8.080676331855832
60,geopotential_500_min,6.3797070320041485
61,geopotential_500_min,4.413839766758392
62,geopotential_500_min,1.811463874825905
63,geopotential_500_min,1.672766423426678
64,geopotential_500_min,-3.9754940535603605
65,geopotential_500_min,-10.913574831844926
66,geopotential_500_min,5.470290090670893
67,geopotential_500_min,-1.4092963028726566
68,geopotential_500_min,0.9545042479779308
69,geopotential_500_min,3.309624357223067
71,geopotential_500_min,-8.490624569534862
72,geopotential_500_min,-0.32594239478217374
73,geopotential_500_min,0.4343413178638924
76,geopotential_500_min,4.910810582840851
77,geopotential_500_min,-8.60891274370397
78,geopotential_500_min,3.318061491310983
79,geopotential_500_min,3.290003833131488
80,geopotential_500_min,4.679427015742622
81,geopotential_500_min,2.237118878033352
82,geopotential_500_min,3.7748864647296725
83,geopotential_500_min,7.280823064743175
85,geopotential_500_min,6.090754310184992
86,geopotential_500_min,6.096190719676679
87,geopotential_500_min,6.186373973738335
89,geopotential_500_min,7.839192187319053
90,geopotential_500_min,-15.26238117891127
93,geopotential_500_min,16.177379932227712
95,geopotential_500_min,-6.7165183008679215
