storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12
1,vertical_velocity_600_max,11.87439583968899,-1.9002674153238839,-1.2437164048674112,4.817892768002762,-0.36863110743801486,-2.852392785616608,0.2545436484693342,-0.7317575988758277,-1.2172257411569918,-0.9163016883976116,-0.24775538830865976,0.056036345772478076
2,vertical_velocity_600_max,4.568305472531069,-4.0297255378617605,-2.6922394941242977,-1.123348307490769,0.34239497228701016,-0.1740912755412559,-0.35790558344452855,0.43909376142923245,-0.8790854069018419,-0.5670389139149208,0.4252022653758471,-0.062478951413352884
3,vertical_velocity_600_max,-1.5750167381927247,0.9054211571354256,0.44330405134098705,1.2485962751000363,-0.5962540967384048,-0.04031109453706747,0.2855739562824198,0.017306585149866424,0.2672631440817649,0.3660028776172127,-0.41453052980736926,0.03508773620003038
5,vertical_velocity_600_max,-3.144745332829615,0.46644449693268497,-0.064691103702707,-0.7295245294444314,0.4908412991619205,-0.17557168113071187,-0.4461986175679698,0.08429697901127958,-0.28882159458446355,-0.09413978016992403,0.23125143391391026,0.14537784310555557
6,vertical_velocity_600_max,-2.0536283472831607,0.9548426963404361,0.721941231979741,0.4745664725989311,-0.7079762658052229,0.4094382185781825,0.8395260531495004,0.17623987346872444,-0.9617928304790582,1.0869699361550584,0.4559472781161412,-0.28872552218860004
7,vertical_velocity_600_max,1.5011292514083372,1.2341222809501222,1.4687796307838443,1.5719753073871134,-0.1573481621548823,1.144178488238298,0.5550960362743976,1.0399450713712957,-0.3889668368954613,-0.38876763275805937,0.0795185167770952,-0.0939853120076913
8,vertical_velocity_600_max,6.065473724748791,0.5330133739409281,0.1405610151875669,0.3757650420570677,1.2078323559049884,0.08694370891798243,-0.10745758251360447,2.2306850918186094,0.21728958775366017,-0.015756221595436694,-0.747605125061506,0.9364062039738515
11,vertical_velocity_600_max,-3.247918688947176,0.8028517387993908,0.6447133016657263,0.08885299931126922,-0.4360037610322404,-0.4272543175114568,0.2209756749981603,-0.04137141631748402,0.35492383542934036,0.03329153133882199,-0.04245969814688305,0.17603069944180633
12,vertical_velocity_600_max,-2.5046288819193263,0.3861453118088399,0.2946761793286863,-0.2907376138261104,-0.2889715659877618,0.07699958960502154,0.7185127814381232,-0.7152121477866442,0.09108262978398192,0.19354750171224713,-0.31204961077824145,-0.2535450100518174
13,vertical_velocity_600_max,-4.170678851974565,0.9271863554291683,0.30395891180211576,-0.29251619170010357,0.0073028116640879975,-0.45375763509445494,-0.10639349822061749,-0.22652950595268379,0.028182898699148334,-0.06855917933100425,0.08181470326460188,0.26042721908684724
16,vertical_velocity_600_max,-1.1964482985028295,-1.2934124310658546,-1.2532372815055814,-0.24108355072235776,0.09640631337833373,0.33006017461272263,-0.5199996042545314,-0.13132114371684475,0.15675767683268488,0.11519416921086002,0.38156177637961325,-0.3431980662238281
19,vertical_velocity_600_max,-3.644274900848163,0.6189546604238467,0.19866969676042204,0.18772739446933243,-0.42743866484252796,-0.10266591698899968,0.366238537008793,-0.3944886109570812,0.07432046439363119,-0.15317025334339265,0.04512343813646722,0.13379751605841558
21,vertical_velocity_600_max,2.430097910604952,-0.4608512420728559,0.8229445587199927,2.148883624722634,-0.11903064538615712,-0.22117664532256112,1.3369995912425177,0.3573748921956729,-0.6965804775183356,0.26634097345825575,0.11684691702577538,-0.7346055110614319
26,vertical_velocity_600_max,-1.9199826699228244,0.6067240634728805,1.342893536253798,0.8925232863810998,-0.6944729477378698,-0.40256175675965733,-0.05148237052148719,-0.6541855537996595,1.1012691641081405,-0.42069113634075295,0.6361628383003439,0.5709608236938489
27,vertical_velocity_600_max,-4.11213477775085,0.9156973964753454,0.42320744380236935,-0.6566018727345018,0.3749218145914888,-0.07852598150049615,-0.06995932056123139,0.12274424342772676,0.19651405217471646,-0.3502742234627117,0.2014237131001066,-0.11155863403543381
29,vertical_velocity_600_max,3.8024116658147933,-3.2414591136951416,-1.9538550603964475,-1.2974926618226648,1.3727346108261589,0.5630849457007111,0.3758621048129593,-0.3950843171014046,0.4727688930579165,0.6912431761361362,-0.10295788626423033,0.13968114703551462
31,vertical_velocity_600_max,-2.493277702420389,0.2760070322275828,0.3263116090615254,-0.45381409435567155,0.02738199212452764,0.31741680181171705,-0.09607686628777712,0.2781102573191711,-0.03868567772495018,0.2765585756555101,0.07104009528572586,-0.2477689778092638
32,vertical_velocity_600_max,-3.6300549663310733,1.127780705673361,0.2709754984610379,-0.15948147195640966,0.3486710864589904,-0.5242421667194779,0.5043301266565148,-0.20177783549813932,-0.16530484393975517,0.22809379404558225,-0.21333362549039644,-0.41016716867052166
33,vertical_velocity_600_max,-3.7480016958759417,0.35052839420067894,-0.5574997700688392,-0.8106801554101295,0.727466534384119,-0.3728832585933764,-0.16975016750019142,0.24125695135623634,-0.06463393539053058,-0.29271438479370293,0.1859568616320259,-0.07898134867853189
34,vertical_velocity_600_max,-2.632913408174706,-0.8435900291522033,-0.7824776693131085,-0.7701315738965225,0.27023770489814225,0.037069283889170204,-0.6416277048921095,0.35275341052107473,-0.12897926876097074,-0.33617108403993556,0.2635645199359541,-0.2568014660881633
38,vertical_velocity_600_max,5.153617751149334,-1.509322427528374,0.5873207517891429,0.4594517345796869,-1.2073206074853284,0.18597610312114027,0.7894009159353402,1.540668035088944,0.7110212232994694,-0.9118330888265407,0.3439714684604289,0.058982221035066215
