time_step,variable,PCA_1,PCA_2,PCA_3
1,mean_surface_net_short_wave_radiation_flux_max,-3.1147955003677077,5.431576414135275,-3.965378494729004
2,mean_surface_net_short_wave_radiation_flux_max,-4.91841927320229,3.6509219749760047,-3.637283079989331
3,mean_surface_net_short_wave_radiation_flux_max,-5.844639639737672,1.0387932512492772,-1.7188791122960647
4,mean_surface_net_short_wave_radiation_flux_max,-5.828944758480718,-0.9987772071974819,0.31012017592173313
5,mean_surface_net_short_wave_radiation_flux_max,-5.541038758307931,-2.5310149262128996,1.6674203778352248
6,mean_surface_net_short_wave_radiation_flux_max,-4.936214415401875,-3.7477651487574684,2.3041016694432135
7,mean_surface_net_short_wave_radiation_flux_max,-3.18517825277369,-5.137102029653789,2.143664911290668
8,mean_surface_net_short_wave_radiation_flux_max,-0.5813360261428769,-5.70457872786261,1.0918096944016376
9,mean_surface_net_short_wave_radiation_flux_max,1.7496499922402142,-5.352332754156774,-0.18222844925341122
10,mean_surface_net_short_wave_radiation_flux_max,3.8292728543743544,-4.4368041499313255,-1.6375283042588928
11,mean_surface_net_short_wave_radiation_flux_max,5.1864032235509105,-3.330580432851169,-2.610107982068889
12,mean_surface_net_short_wave_radiation_flux_max,6.067140479296535,-2.077621898593827,-2.7906822573499945
13,mean_surface_net_short_wave_radiation_flux_max,6.513049226962896,-0.745477619276516,-2.06097588024045
14,mean_surface_net_short_wave_radiation_flux_max,6.555380538992489,1.1431970940347227,-0.010751150938860884
15,mean_surface_net_short_wave_radiation_flux_max,5.679314212923647,3.0578175961976615,2.619870647676609
16,mean_surface_net_short_wave_radiation_flux_max,4.331946592746746,4.481029369019273,4.443726553797125
17,mean_surface_net_short_wave_radiation_flux_max,3.1902614078704015,5.397678245708824,5.103178562596415
18,mean_surface_net_short_wave_radiation_flux_max,2.3607815974268638,6.094219804855712,4.88557048115949
19,mean_surface_net_short_wave_radiation_flux_max,1.531483331540689,6.663317895351277,3.827127488604408
20,mean_surface_net_short_wave_radiation_flux_max,0.6208198812484028,7.022224439141509,2.1836599116593973
21,mean_surface_net_short_wave_radiation_flux_max,-0.43689063845487974,7.123406447592103,-0.03179331503299326
22,mean_surface_net_short_wave_radiation_flux_max,-1.5565368451775972,6.779725139975943,-2.226167132713759
23,mean_surface_net_short_wave_radiation_flux_max,-2.9088690963471047,5.879192521615462,-3.9488390767840507
24,mean_surface_net_short_wave_radiation_flux_max,-4.5858194237696415,4.017584783337241,-4.140286125667433
25,mean_surface_net_short_wave_radiation_flux_max,-5.646648068837399,1.9037260952056787,-2.756695715969853
26,mean_surface_net_short_wave_radiation_flux_max,-6.1253239375385915,-0.31829729046044086,-0.7440608760535617
27,mean_surface_net_short_wave_radiation_flux_max,-5.971290550787284,-2.148428683321164,1.16519675088914
28,mean_surface_net_short_wave_radiation_flux_max,-5.235384364189253,-3.556007921820198,2.344919846986035
29,mean_surface_net_short_wave_radiation_flux_max,-4.283139744564551,-4.572571046625629,2.7024706221499657
30,mean_surface_net_short_wave_radiation_flux_max,-2.6877093090159354,-5.458422198400558,2.332737057949449
31,mean_surface_net_short_wave_radiation_flux_max,-0.3839430648894221,-5.891245868702802,1.3077783002787868
32,mean_surface_net_short_wave_radiation_flux_max,2.360527715565069,-5.505908269572584,-0.36996717401681123
33,mean_surface_net_short_wave_radiation_flux_max,4.582343328655994,-4.316332983247548,-1.9365454986576651
34,mean_surface_net_short_wave_radiation_flux_max,5.93375628291905,-2.8261337315419106,-2.660177514548975
35,mean_surface_net_short_wave_radiation_flux_max,6.657302855457761,-1.3216036929009187,-2.141838944423469
36,mean_surface_net_short_wave_radiation_flux_max,6.622688146214388,0.29259550869163387,-0.8631669676458182
