storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
1,vertical_velocity_100_std,5.8838411016335055,-6.729527951822374,-2.0316522225323603,-3.0468931472428724,0.09093365993609283,1.5002316500772162,0.29158432600989664,1.060795421911938,-0.5428595492945324,-0.6735569112156037
2,vertical_velocity_100_std,4.736179852220056,-4.537427713888514,4.28453641285456,-0.1691134070885422,1.452506991387448,-0.3790819680458427,0.1769167828579976,0.6184501269846829,-0.03172274478513617,-0.05758003344534125
3,vertical_velocity_100_std,-0.7915591297208214,-0.09867549441090892,-0.5598252310687981,-0.27523566320923365,-0.8027627705061763,0.16445894019244212,-0.24249544858461874,0.029117488263826458,-0.04290651086568177,-0.058510274483055354
5,vertical_velocity_100_std,-2.5870222387990873,1.7340500327024637,0.007457103921399726,0.4163301211612579,0.04634481163377581,0.10424302516704552,-0.2966833522003771,0.01910973850911626,0.1900858155028848,0.08923867989706134
6,vertical_velocity_100_std,-2.4466033458014667,1.973291768551262,-0.16851981164517962,-0.19510764619680293,0.053176191792885484,0.3782959358984867,0.018436425864838558,-0.16777607750656234,-0.03852875694380505,0.31210736642190084
7,vertical_velocity_100_std,1.1345510115045307,-0.9712042247544901,-3.556635293986904,-0.6161643385685908,-0.6093834653219244,-0.21143278800358833,0.5754622347889269,0.44277657217709343,-0.3960986958985776,0.5069726091424717
8,vertical_velocity_100_std,3.7862174624297733,-2.538357279132063,-0.6931734748115643,-1.9200533300660818,1.1835293326539222,-0.5449607270035781,-0.6686338921541274,-0.31115484431742585,0.5011020237115432,-0.5720072506262889
11,vertical_velocity_100_std,-2.160794987316141,1.3687385895613533,-0.6983241848883068,0.22906618403132412,0.01981183865015143,0.15027215411446765,0.08103148712233874,-0.011122851104570352,0.05052978931548721,-0.15605140207755236
12,vertical_velocity_100_std,-1.7355267049356329,1.208046759107989,-0.600100896688531,0.6942812488635207,-0.3265650947595366,0.02834815918197628,-0.05445933860432274,-0.07371467437785198,0.29119899823238776,-0.084492360796313
13,vertical_velocity_100_std,-2.7263917949549428,1.6889539300898915,-0.7207354527004215,1.1044958024337808,-0.4036270370189959,0.10737377931401089,-0.8634947827875867,0.21322035445761953,1.330834922423857,-0.6346227058175989
16,vertical_velocity_100_std,0.15453959287658597,-0.7260299833092959,1.2558875701195762,-0.13073330061499777,-0.367041363944842,-0.7410543530375583,-0.6207938946799682,-0.09332043907467562,0.10187345972000059,0.75519845733503
19,vertical_velocity_100_std,-2.1645818198164224,1.1370727386942259,-0.5757035916499165,0.07283907765181549,-0.15285109206430714,0.21427856234137693,-0.15177122992412476,0.20132228504258864,-0.11366013272556115,0.06598118162668966
21,vertical_velocity_100_std,1.2555893571432803,-3.173983235744454,0.8653949569797279,-1.1639780022479498,-0.5462167355983626,-1.112134013092264,0.1538072325258593,-0.06325726654044453,0.337468675475075,0.23160408936416055
26,vertical_velocity_100_std,-0.8164163185935774,0.046423132632202005,-1.0924889080030045,-0.13500611512012187,-0.15909166343420078,0.3523140459915521,-0.540488399293167,0.02890205570580408,0.5168514317435526,-0.22731956446158968
27,vertical_velocity_100_std,-2.886596348558492,2.152558442626353,-0.13202926655079297,0.10942801831573312,0.3624358378549365,0.31113502133857246,0.18026561336102603,-0.08986934626544388,-0.1387280012472738,0.06463393961669137
29,vertical_velocity_100_std,2.303274930136322,-3.396944069736362,3.5357075509178926,0.21832448661123235,0.31139463081532465,-0.005752224760456917,-0.5797525116925033,-0.13398956157362443,-0.2285815384970997,-0.4378674389380437
31,vertical_velocity_100_std,-2.10462369661145,1.6308477249596136,0.426552477417949,0.024886450913698132,0.11466216818173192,0.09866586440620084,0.12365908370345223,0.20439435235651388,0.10768019285028496,-0.19630251123150796
32,vertical_velocity_100_std,-2.9370691207839235,2.48874616073853,-0.5589821687836988,0.058517171382554675,0.3316749548953688,0.030504917592484648,0.23240855135667748,-0.1607320618480965,-0.17544451171543507,-0.23890836161152548
