,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
0,7.634691377825578,-7.619537140290387,5.21338174744143,3.013947802775758,2.7159583749024607,-0.5302419068985421,0.6779083980906678,0.09077638887459519,-0.5047010723729617,-0.5288066818197158
1,7.2277279935648915,-6.483502019933985,3.940230344802174,2.069324976075208,1.8372829280976477,-0.1771238988220249,0.2693862590997005,0.3331902449677721,0.22676114332882974,-0.28311205456068933
2,7.296124668655059,-5.406035298298795,2.1498465377805855,0.6036500975457728,0.43054940280538173,0.27557306311476076,-0.2576436742680278,0.438287132425836,0.5126778353248014,0.3419225147786669
3,7.266987293330764,-4.14671051421646,0.2610446004187157,-0.8686108875303606,-1.665774834633858,0.6776245092005604,-0.9528975132454457,-0.356119356342161,0.3487948037419646,1.1288472421472278
4,7.172940307842242,-3.206917779739707,-0.2116212653387929,-1.3351162535073056,-2.49316893450559,0.5695660013277906,-0.752368915811021,-0.39052649847725723,0.11513334905814027,1.144156880312562
5,6.837510852426404,-2.222659322113519,-0.8300760480190934,-1.6808317005521556,-2.438411486236688,0.4988073481472738,-0.5105253729733049,-0.3666094487393006,-0.1309769795596308,0.12560245004280537
6,6.587328887581477,-1.0268845593851588,-1.162429952601561,-1.8599940809075801,-2.0745035896862203,0.42026692133803273,-0.3091417038403617,-0.060953952286592505,-0.16675174505112242,-0.6858734179848246
7,6.2021583594462015,0.32186751101249306,-1.884861788934245,-2.0121679738004326,-1.4556001935148979,0.17125151372373165,0.25361893995434426,0.3638082904661463,-0.4841981016776898,-1.3064299888862394
8,5.666113940519281,1.4741381084037506,-2.0840991346225604,-1.5947832185518955,-0.7883811197892105,-0.13686010158835224,0.505380132139702,0.4377669340603859,-0.3853440184249401,-1.7703499147129855
9,5.303873940303434,2.803953351385597,-2.711807868606357,-0.9952884147371519,0.36468192347626266,-1.1405217241313539,2.37331247914473,0.1791779567815048,-1.0764732184031398,0.8432763469200948
10,4.622761432638737,3.352615875611836,-2.5123362327401724,-0.20053063296939114,1.0779066457964632,-1.6762348648236198,2.1893510823154765,-0.25257470846852764,-0.3193293181095817,1.2317078812364533
11,3.630380822558856,3.442951179277817,-2.167344036683197,0.253608404868787,1.2110978252277234,-1.1094654797916754,0.39024807912341813,-0.3239333530037502,0.6986574101309839,-0.2470631915542187
12,2.997917802257936,3.6775626200464533,-1.8736835180080538,0.4570923418773006,1.1555470463330435,-1.0658462946117662,-0.4388366763500475,-0.7135444245390096,1.3519997420325405,-0.5810679638911141
13,2.582559145696208,3.7173727776503074,-1.8491477909674243,0.20738271899562313,1.1801969062631075,-0.7917740998040141,-0.6993676152374645,-0.28933508842556704,0.7705520800647427,-0.19169824018166373
14,1.8839556100682713,3.698861741778124,-1.4423078281839112,0.5164619361195566,1.2958898831952712,-0.5773996026425023,-1.1831351257440978,-0.024785555053011107,0.6170492071132206,-0.07362586330093147
15,1.4274531725276687,3.5353501897480464,-1.0195854649555234,0.30647915685585947,1.215756245648482,-0.12857129487817928,-1.3691395291918684,0.6796986980682272,0.2725966869232157,0.41386291930881625
16,0.9508967926102148,3.8432985350977407,-0.8948649592477809,0.26978859441906805,1.3501285508069663,0.3519453383926379,-1.140382047752582,0.8855137305529398,-0.11395091132459399,0.40358962042647306
17,0.34472856582198014,4.3983702854394435,-0.33274452660388126,1.2146480870315315,1.26422157117268,1.2278821391253412,-1.1544259549965665,0.4330157103562356,-0.3882220224974262,0.25097858957340413
18,-0.1991591515967418,4.318045412268574,0.37997208514993946,1.370635001837088,0.957729863064768,1.9348750577957965,-0.7018452692303954,0.15169266733590087,-1.1293938721370527,0.16827225933140366
19,-0.9078596437185716,4.066393173189569,0.9306711307501502,1.438173782896267,0.2589217757012814,2.229849812433571,0.06295439404663623,-0.21531906158156175,-1.209695866353847,0.04647751067927707
20,-1.9180629467635415,3.5737409013104076,1.7695752940170169,1.864673736279421,-0.785665939018549,2.2126436751312473,0.7244491202177945,-0.8959907737133399,-0.2464892721031767,-0.2804588141283111
21,-2.6777726098900727,3.0415648770482955,2.0648547259730616,1.6430046137753982,-1.1390104798814409,1.1180261259965767,1.083651275572015,-0.5709721555058511,0.6454759464110956,-0.21040416219798366
22,-3.311420329705994,2.556172399838335,2.6316420462317813,1.6438267099884536,-1.5278683878939283,0.7612884409437135,1.0454988453001421,-0.9068775442941703,1.0292671903955832,-0.055627427586204446
23,-4.26705573519714,2.197842949420897,3.1229970854559546,1.0528200919577784,-2.0547725729804296,-0.34710459878861855,0.7848245572636515,0.12430638970668097,0.9711238124060427,0.12081692167824822
24,-4.638519574474956,2.1806782437759895,3.2050755515911282,0.1770526552178242,-1.9896417055476363,-1.1051924996915155,0.4136592631927925,1.3929894616256682,0.09023852299197437,0.25582817025310645
25,-5.22763683947326,1.7597659223801276,3.3867892289839103,-0.42842243303029914,-1.4156185238161987,-1.5697931319766405,-0.48815167181061675,1.5938988793734572,-0.1910588009864452,0.12753935063299104
26,-5.261055772216911,1.008195076030608,3.419868887935565,-1.0792358164047438,-0.5634632324394369,-1.7398074505648506,-0.49232201789738805,0.48914216471853694,-0.5734671155291076,-0.13143011293202486
27,-5.670009271392411,0.0265541740523905,2.9747096686810317,-1.617229194177335,0.012078272316230142,-1.4361457361881391,-0.6868355376903938,-0.6306630770577055,-0.628084308273007,-0.2785107440760355
28,-5.536642834016648,-0.9680054956256903,2.1523353028804326,-2.2098277401824165,0.7302350062960318,-1.302982306001163,-0.5986337551850525,-1.734183278020077,-0.47454341447532944,-0.13470467044389073
29,-5.961050088415104,-2.009730110006802,1.1994475734193861,-2.9996741825061646,1.4430408278900893,-0.1509031873841002,-0.39735015824925235,-1.3022714824516843,-0.3055281877827815,0.1392323687148651
30,-6.3416034323148445,-3.232132745232996,-0.060572410623443186,-3.440741352556858,1.9110095882461173,1.1338396498195977,0.43660757805968753,-0.1339828927761408,0.22866496786961849,0.36312079633271827
31,-6.674744901745491,-3.565940491419035,-1.3040813348876232,-2.9008919142903022,1.6269787788398176,1.5558189520170764,0.8220583851510406,0.6363288669508422,0.6217207581141545,-0.055375521494280856
32,-6.750388619356021,-4.125844593338916,-2.6970631762499577,-1.8060522648581259,0.8810918377299498,1.5184887608423956,0.7821327203774134,1.1701207876369042,0.4496715406340653,-0.30165437658231453
