storm_number,variable,PCA_1,PCA_2,PCA_3
1,relative_humidity_100_max,-1.9188440066681514,1.1315471143731053,-0.03213752710364276
2,relative_humidity_100_max,-0.4230656456142189,0.8707836228617992,-0.4417491517796505
3,relative_humidity_100_max,-1.3813657482934574,-0.745055161837693,0.5809856979668176
5,relative_humidity_100_max,-3.2710097254981134,-0.14630506902633714,-0.10114439538422279
6,relative_humidity_100_max,-3.2634566884089624,-0.19738634297563853,-0.22009777126720032
7,relative_humidity_100_max,-2.672616597587005,-0.22623003229946154,-0.0983507777803771
8,relative_humidity_100_max,-3.784948679620175,-0.673108627865021,-0.17564856370027715
11,relative_humidity_100_max,-2.5846059415277534,-0.4264160588258357,-0.08688878060661234
12,relative_humidity_100_max,-1.9438111067910548,0.012974085425321193,-0.04864587197953105
13,relative_humidity_100_max,-2.29375992722171,-0.30450294177749065,-0.02190216424189984
16,relative_humidity_100_max,-2.30232617559613,-0.06564326158686233,-0.09268289579363928
19,relative_humidity_100_max,5.6357317853505124,0.6226680423563479,-0.019682661893874402
21,relative_humidity_100_max,2.9091089397089545,3.456511892951435,-1.6519214220489775
26,relative_humidity_100_max,-2.88386153054801,-0.34462929999348485,-0.14246730166528956
27,relative_humidity_100_max,-2.349296039980541,-0.216522029996691,-0.15620282738039742
29,relative_humidity_100_max,-1.7914197058737316,-0.16413581495597163,0.0930089925060192
31,relative_humidity_100_max,-3.3239148142523445,-0.49766527448120307,-0.07907405555636167
32,relative_humidity_100_max,-1.647666507712087,-0.16129133332691994,-0.04823940895047017
33,relative_humidity_100_max,-1.3400923938505584,-0.5059998674071159,0.5721032912919533
34,relative_humidity_100_max,-1.5374073176886924,0.09213342724245292,-0.33783913717408265
38,relative_humidity_100_max,-1.8324028281810234,0.2602501422764125,-0.28764343815232984
39,relative_humidity_100_max,0.06993351822593433,-0.9043952378766817,0.5356472589826652
43,relative_humidity_100_max,6.769536228592187,12.485484412482599,1.195240291898889
44,relative_humidity_100_max,-1.679471247625045,0.5258470033885524,-0.1965810570654494
45,relative_humidity_100_max,-2.817526533136448,-0.05252908638451125,-0.25833261568230337
46,relative_humidity_100_max,-3.3816505597795663,-0.4187203010992335,-0.18466172063839575
47,relative_humidity_100_max,-3.141737572300887,-0.6277752299538806,0.05303669140840673
48,relative_humidity_100_max,-1.640395388775015,-0.8994968642910409,0.5775166241632075
49,relative_humidity_100_max,-1.6401942924151853,-0.029750258447514968,-0.07314789348734878
50,relative_humidity_100_max,-2.532838632189995,-0.38293020546796847,-0.0680328339392887
51,relative_humidity_100_max,7.648754049226447,-1.8263586444927689,1.898120095097676
53,relative_humidity_100_max,-1.9094714126709877,0.29960555241792064,-0.45355351177938
54,relative_humidity_100_max,-1.8730774996018096,0.14764922324522925,-0.3473844462056954
56,relative_humidity_100_max,-1.1447451692121007,0.11817831045105635,-0.4934353273173342
58,relative_humidity_100_max,11.425355691088827,-0.9981977475582765,2.3064306828553085
60,relative_humidity_100_max,-2.7306191407945786,0.12614747578301466,-0.2061437675135026
61,relative_humidity_100_max,-3.092881655620107,-0.42421514508723834,-0.24189648828800406
62,relative_humidity_100_max,5.636533824651684,0.7959406313292181,-0.009152856829556612
63,relative_humidity_100_max,-3.573803072691826,-0.571349733477957,-0.21222852728142644
64,relative_humidity_100_max,-3.520412386821067,-0.2932435526861496,-0.16537036076743736
65,relative_humidity_100_max,-2.6949259092603826,-0.19721896336078695,-0.054416114997975315
66,relative_humidity_100_max,1.085182834452701,1.243431333594566,-1.335429072943849
67,relative_humidity_100_max,-1.376978256111127,-0.06519020424295038,-0.22722816783589153
68,relative_humidity_100_max,3.2508239482977443,1.6956023678212504,-0.5404362975776354
69,relative_humidity_100_max,9.624337635164903,1.6082639176399673,1.3912853443477171
71,relative_humidity_100_max,-2.52228700631229,-0.47658175910360995,-0.04337514471893248
72,relative_humidity_100_max,4.7825989958967075,0.4339504149861155,-0.020024941528255687
73,relative_humidity_100_max,10.751468773755253,-0.9780565285438301,0.03308568817889966
76,relative_humidity_100_max,-3.4779701297595498,-0.6755505191417932,-0.08205147129945879
77,relative_humidity_100_max,-2.3194005894296734,-0.8060338184927449,0.5645341685354913
78,relative_humidity_100_max,-2.75088491663128,-0.5536705681198069,-0.09937051068762967
79,relative_humidity_100_max,-3.418876152010336,-0.37365820382778003,-0.18921679924713197
80,relative_humidity_100_max,-3.8130214263886417,-0.6848988505858156,-0.1754085413710966
81,relative_humidity_100_max,-3.7755149338550353,-0.64339147834526,-0.15082799088127405
82,relative_humidity_100_max,-3.706009936068663,-0.5871915287306239,-0.17533893829859604
83,relative_humidity_100_max,-3.590547721870757,-0.39922563930601435,-0.16714529099445094
85,relative_humidity_100_max,5.425352333875281,-2.972383136429013,4.3394632250227065
86,relative_humidity_100_max,27.735830315982874,-3.6780077956056454,-3.3220667786711084
87,relative_humidity_100_max,2.545104246448305,-0.9173632336375581,0.09324098916932093
89,relative_humidity_100_max,12.51702868993409,-0.517906937487166,0.05567492141790448
90,relative_humidity_100_max,-3.090837938366242,-0.3936884538641132,-0.22344521827128352
93,relative_humidity_100_max,-0.7263676895478605,1.6112765942597116,-0.4061374998243222
95,relative_humidity_100_max,-3.324363260492221,-0.5143748228826122,-0.12521562444013615
