storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
1,k_index_max,1.3299189801097122,-0.8765750753554433,0.6034233888181206,0.6199882781085775,0.055648748422775576,0.3842846193794536
2,k_index_max,-2.81827291552011,-1.417648898211991,-0.6835539027732378,0.23948267647222385,-0.3012830363688561,0.7580188324117779
3,k_index_max,2.92413245988896,3.3743555493208564,5.0367638313858345,2.3696763159235243,2.33287092977467,-0.5712898531192661
5,k_index_max,1.1690680832070215,-4.307786967904831,-0.4223868895345993,-0.34956373571897054,0.008330605632440327,1.352602409235752
6,k_index_max,-1.1691654030523506,0.6356981549890071,-0.597657974552692,-0.5997469456303064,0.5005349082987582,-0.2460655754017051
7,k_index_max,-3.097808414390289,1.4006477786751126,1.1541949108746228,-0.8512939923530761,0.13226404523170818,0.08461942620847554
8,k_index_max,-1.0321064633867525,-3.317661364751788,-0.9221896858114109,1.2363980150845073,-1.3831165725468462,-0.3743944239978338
11,k_index_max,-3.703654083847428,-0.14985098688827608,0.8574062941249749,0.4203963024358978,-0.42538249081233886,0.4736381661848212
12,k_index_max,-4.3274079598174495,0.19548424459628244,0.7136124783345611,-1.164366202228138,-0.006520513903290143,-0.19189899900538043
13,k_index_max,-2.630661985291677,-2.599669867380465,-0.7215184880529515,0.44691479290883257,0.16106476544745177,-0.37750612917712717
16,k_index_max,-3.3003930477810073,-0.7958208259423608,1.2507885569652684,-0.37192193162798703,-0.46319107458283115,-0.4371505419243115
19,k_index_max,-3.4667892127947812,-1.0200521017706337,-0.6505452558573036,-0.7119453329155647,0.2900052160415633,-0.174048380885565
21,k_index_max,12.326720930352812,-2.043904879806692,0.12797702467133845,1.0474962549034859,-0.9401644267446523,0.1998760213468174
26,k_index_max,-1.3409278037504488,-1.1188061459983707,0.7382333421291624,-1.0399570816755093,-0.3537692070265147,0.10386262100140625
27,k_index_max,-5.046364784221032,-0.7867163691627762,0.8416555898787685,-0.24511312874633234,0.10883074879230861,0.14952184333609994
29,k_index_max,-2.587760905045302,0.2457543591206386,0.12448733042631345,-0.07784342978753248,0.20333217553582614,-0.40279988807255623
31,k_index_max,-4.240524883678608,3.6431431933262837,-0.11086707143096862,0.6618731055317332,1.8175182013699853,0.557168171304422
32,k_index_max,5.25268443521389,2.3655892333395756,-1.2653216044423543,-0.5839206295164172,-0.1647911401390733,-0.1788693188358948
33,k_index_max,-3.2462836952615963,0.8136846940799974,-2.212546706051401,-0.2590421791574558,0.1326058361384734,-0.23458092279462947
34,k_index_max,-3.5131149029023496,-0.9790887198521314,0.32467154555216415,0.8880278833932919,0.03121443684463879,-0.6949056013181916
38,k_index_max,-2.792672737547351,0.22809712478111077,0.5313503696453163,0.11290096560205125,0.3018713298778237,0.053929562874481016
39,k_index_max,-2.5200519843010603,0.1794418121667021,-0.210735679574504,0.996781313843854,-0.2885478049381676,-0.25859745606541196
43,k_index_max,14.43585622851472,1.2087837332765747,-0.8561302723864905,-1.5573603573877095,-0.6053627411182381,-0.1497585235108083
44,k_index_max,0.4638685481158255,-0.7485414597377098,0.20856079654775386,0.337491621757255,0.0917583447518961,0.08961586243778298
45,k_index_max,8.365155870038576,6.7347883738619645,2.1163363018906827,0.5364511164049558,-1.8416501069249807,0.015983033651114358
46,k_index_max,-1.5169603181937161,-0.03348281647126827,-0.08876475097781755,-0.3428168270494343,0.11947179843506918,0.8436043201720189
47,k_index_max,-2.076246232682751,2.8231151293235555,1.9124377742017475,0.8910433873498911,-0.6864595025578962,0.6067545682979544
48,k_index_max,-2.2723892763769973,0.7272852916715069,0.8557319816728581,-0.5295335154191763,-0.21398044413457837,0.1499235226433955
49,k_index_max,-2.0934987841646384,1.6142995951482566,0.22441031302697453,-0.8641949975513336,0.21117859952759283,0.15448678484045533
50,k_index_max,-3.79366237279333,2.0232964191514524,-0.4333203022413272,-0.33588930515010385,-0.041792335016887665,-0.4503171138270643
51,k_index_max,-3.180546978029778,-2.493248768344486,0.34426491653559416,-0.6543543342901551,-0.18102750230188192,-0.02504444749814447
53,k_index_max,5.39431697177366,-3.0998791467195765,-0.3031159450488221,-1.4537441006013763,1.396953981277714,0.7458874164659941
54,k_index_max,-0.45021041804806444,-0.7989206300688065,-1.7802570055781437,1.450597798238554,0.37348614063120356,0.198265435729997
56,k_index_max,0.22798705673714675,-4.31409976387669,-1.002032828263425,-0.9539159116779684,1.5835704185737864,-0.29311405045084815
58,k_index_max,6.4711062891645925,0.6361785332161968,0.20878335299124093,-0.9738203348800457,0.038854708823379755,0.17145270052866696
60,k_index_max,3.9642019770402968,-0.6184626424041794,-1.8093596231257272,1.9922190124114827,-0.33239166396983644,0.7152052681423194
61,k_index_max,3.0104519464286863,-3.1198720464956122,0.4903847746206428,-0.4036575879120053,-0.5680051800792064,-1.0327567180500836
62,k_index_max,-2.4427501174986617,0.5411683647564248,-0.36997338583059497,1.1220517391430664,-0.7338719954290158,-0.057671683547788656
63,k_index_max,-2.9900249951829445,2.5007667131258686,-2.5047717872562725,0.11361721192873653,-0.6150004136296596,-0.5758680139498035
64,k_index_max,-5.403744805856234,1.4031633842682243,0.6948617820945094,0.0713995638129011,-0.1338203436498086,0.23974361327029514
65,k_index_max,-9.249810624602796,0.46346390170716767,0.8929641819975341,0.1577696733798619,-0.27264278120458324,0.18724811282862075
66,k_index_max,1.7549196036769574,-1.9669487560238381,0.26620850987486744,-1.3068544710914305,-0.08639846158508724,-0.8897746053834665
67,k_index_max,-0.9848158311526393,-2.5089012532680406,1.6771848824602191,-0.26756136044030737,-0.5499420446908392,0.7901447838091635
68,k_index_max,1.488970452726336,1.9095342971250897,-0.3732745057444596,-0.3466409554957082,0.42712399322511435,-0.2838393409445435
69,k_index_max,-3.4199213927498464,-1.3619338729926134,-0.46877654569188276,0.9517623030904744,-0.0564476532653779,-0.03882698025781472
71,k_index_max,-5.427289155727852,2.629531632199164,1.2920262903519464,-1.4052265589993431,-0.3210570719874108,0.0457457883509607
72,k_index_max,4.599068077582632,-2.45578841519264,0.5271031045892659,0.9536325366443618,-0.42351204799505404,-0.1894395911414678
73,k_index_max,3.9034366779666816,-3.1848657392618147,0.9606933777030087,-0.8260141800043429,-0.22808915633709445,-0.2618645046436097
76,k_index_max,9.05465133404547,9.653887931743018,-2.444657582878983,-0.6308924733954004,0.4718613782519618,0.054938105148839504
