storm_number,variable,PCA_1
1,large_scale_snowfall_min,-6.050009276430048
2,large_scale_snowfall_min,-6.050009276429976
3,large_scale_snowfall_min,-3.884486588759031
5,large_scale_snowfall_min,0.28890431109660336
6,large_scale_snowfall_min,0.28890431109660336
7,large_scale_snowfall_min,0.28890431109660336
8,large_scale_snowfall_min,0.28890431109660336
11,large_scale_snowfall_min,6.627817898623184
12,large_scale_snowfall_min,0.28890431109660336
13,large_scale_snowfall_min,0.28890431109660336
16,large_scale_snowfall_min,0.28890431109660336
19,large_scale_snowfall_min,0.28890431109660336
21,large_scale_snowfall_min,0.3752022547872316
26,large_scale_snowfall_min,0.28890431109660336
27,large_scale_snowfall_min,0.28890431109660336
29,large_scale_snowfall_min,0.28890431109660336
31,large_scale_snowfall_min,12.966732030658306
32,large_scale_snowfall_min,0.28890431109660336
33,large_scale_snowfall_min,0.28890431109660336
34,large_scale_snowfall_min,6.627817898623184
38,large_scale_snowfall_min,-12.3889234084651
39,large_scale_snowfall_min,0.28890431109660336
43,large_scale_snowfall_min,0.28890431109660336
44,large_scale_snowfall_min,0.28890431109660336
45,large_scale_snowfall_min,-12.3889234084651
46,large_scale_snowfall_min,0.28890431109660336
47,large_scale_snowfall_min,12.966732030658306
48,large_scale_snowfall_min,12.966732030658306
49,large_scale_snowfall_min,-12.3889234084651
50,large_scale_snowfall_min,-12.3889234084651
51,large_scale_snowfall_min,0.28890431109660336
53,large_scale_snowfall_min,0.28890431109660336
54,large_scale_snowfall_min,-12.3889234084651
56,large_scale_snowfall_min,0.28890431109660336
58,large_scale_snowfall_min,0.28890431109660336
60,large_scale_snowfall_min,-12.3889234084651
61,large_scale_snowfall_min,0.28890431109660336
62,large_scale_snowfall_min,0.28890431109660336
63,large_scale_snowfall_min,0.28890431109660336
64,large_scale_snowfall_min,0.28890431109660336
65,large_scale_snowfall_min,0.28890431109660336
66,large_scale_snowfall_min,0.28890431109660336
67,large_scale_snowfall_min,0.28890431109660336
68,large_scale_snowfall_min,0.28890431109660336
69,large_scale_snowfall_min,0.28890431109660336
71,large_scale_snowfall_min,0.28890431109660336
72,large_scale_snowfall_min,0.28890431109660336
73,large_scale_snowfall_min,0.28890431109660336
76,large_scale_snowfall_min,0.28890431109660336
77,large_scale_snowfall_min,0.28890431109660336
78,large_scale_snowfall_min,0.28890431109660336
79,large_scale_snowfall_min,0.28890431109660336
80,large_scale_snowfall_min,0.28890431109660336
81,large_scale_snowfall_min,0.28890431109660336
82,large_scale_snowfall_min,0.28890431109660336
83,large_scale_snowfall_min,0.28890431109660336
85,large_scale_snowfall_min,12.966732030658306
86,large_scale_snowfall_min,5.191767519772423
87,large_scale_snowfall_min,0.28890431109660336
89,large_scale_snowfall_min,0.28890431109660336
90,large_scale_snowfall_min,6.627817898623184
93,large_scale_snowfall_min,0.28890431109660336
95,large_scale_snowfall_min,0.28890431109660336
