time_step,variable,PCA_1,PCA_2
1,10m_u_component_of_wind_std,5.28052896739617,3.8900721237363105
2,10m_u_component_of_wind_std,5.29112287093357,3.5816142124362744
3,10m_u_component_of_wind_std,5.21696302176499,3.1634143461455624
4,10m_u_component_of_wind_std,4.990658473096414,2.6512525352982657
5,10m_u_component_of_wind_std,4.782624571793145,2.0356817244091148
6,10m_u_component_of_wind_std,4.511333733693829,1.47110062265484
7,10m_u_component_of_wind_std,4.2373583229631215,0.9729407053602804
8,10m_u_component_of_wind_std,3.901194979204037,0.4776789378288806
9,10m_u_component_of_wind_std,3.5679392576341047,-0.0903090386797703
10,10m_u_component_of_wind_std,3.2481572808038206,-0.6290791722867181
11,10m_u_component_of_wind_std,2.965863562364796,-1.1075386954631354
12,10m_u_component_of_wind_std,2.5790067350674253,-1.5163068807181197
13,10m_u_component_of_wind_std,2.26653081159925,-1.901749118667422
14,10m_u_component_of_wind_std,1.8926509784198748,-2.3121651922780284
15,10m_u_component_of_wind_std,1.5588625406285757,-2.6227740498313357
16,10m_u_component_of_wind_std,1.180619750824449,-2.904016651948232
17,10m_u_component_of_wind_std,0.8324272203494156,-3.0967583900941813
18,10m_u_component_of_wind_std,0.40681633146096546,-3.0876699595388932
19,10m_u_component_of_wind_std,-0.026646718425526357,-2.9839227515538562
20,10m_u_component_of_wind_std,-0.34855771846194034,-2.8537962492716837
21,10m_u_component_of_wind_std,-0.7855079781974479,-2.591048159105519
22,10m_u_component_of_wind_std,-1.359288023029138,-2.3601622655828436
23,10m_u_component_of_wind_std,-1.9096361550310406,-2.0303683415495475
24,10m_u_component_of_wind_std,-2.386056887737798,-1.6335668039344304
25,10m_u_component_of_wind_std,-2.8878032580174544,-1.2246443178150737
26,10m_u_component_of_wind_std,-3.3994404441766886,-0.7634891178692679
27,10m_u_component_of_wind_std,-3.815478920917264,-0.2841938761577837
28,10m_u_component_of_wind_std,-4.281340020653449,0.3406194243864077
29,10m_u_component_of_wind_std,-4.539165148902068,0.8111556757277254
30,10m_u_component_of_wind_std,-4.655571311517908,1.173452152656295
31,10m_u_component_of_wind_std,-4.733466830953786,1.5866465111470625
32,10m_u_component_of_wind_std,-4.782794598192787,2.02251362163287
33,10m_u_component_of_wind_std,-4.698459082726262,2.4557091572530196
34,10m_u_component_of_wind_std,-4.7462072876192485,2.8507724498489755
35,10m_u_component_of_wind_std,-4.699832391351506,3.1397245288201137
36,10m_u_component_of_wind_std,-4.655406634086635,3.369210303003847
