,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,2,0.34789327,0.32413298,0.29088384,0.25822833,0.24309407,0.23832636,0.24151406,0.26678658,0.28870282,0.2819183,0.30074862,0.35658553,0.3636744,0.36837363,0.38409048
2,3,0.18035775,0.18161018,0.21943684,0.2330301,0.23574452,0.20026748,0.19315755,0.1823817,0.15397155,0.12050719,0.12181256,0.14860016,0.12706333,0.15846467,0.15096441
4,5,0.048833445,0.0473085,0.033308234,0.031109538,0.029696789,0.03695651,0.045074936,0.04151628,0.043453388,0.051360168,0.061173677,0.064592615,0.05558872,0.047581445,0.04420052
5,6,0.024745967,0.030066673,0.029925415,0.026588254,0.021679152,0.012249125,0.010175185,0.012260148,0.011007289,0.013071905,0.013508724,0.013057007,0.011892136,0.011768495,0.013111205
6,7,0.1142024,0.12830774,0.12288752,0.12803501,0.13570458,0.15341093,0.18047896,0.22951983,0.29730198,0.37910962,0.42207673,0.48528916,0.58982545,0.52961284,0.5669178
7,8,0.005989055,0.005518588,0.005574778,0.0045001623,0.0026525327,0.003407127,0.005603405,0.0063277553,0.005708087,0.0053853826,0.0052289283,0.0054433825,0.0055184434,0.005845523,0.005859034
12,13,0.5885304,0.64671415,0.6089763,0.49769378,0.4232393,0.46942756,0.49636015,0.5204355,0.5509596,0.5759646,0.5894313,0.7526704,0.8344358,0.91991186,0.88698334
15,16,0.123857595,0.14485711,0.20001253,0.2552009,0.27029037,0.290016,0.33324605,0.37159646,0.41377902,0.55908334,0.72799176,0.750356,0.6426325,0.4878153,0.39387724
18,19,1.1398302,0.9876018,0.9781418,0.9811659,0.9996593,1.1922324,1.3089525,1.2245448,1.0961242,1.0290753,0.94056857,0.9836384,1.0064012,1.016946,1.0463818
20,21,0.29336658,0.3193844,0.33800584,0.32523906,0.29572254,0.2638941,0.24297103,0.22242954,0.20915392,0.20682071,0.18562879,0.1621669,0.14093885,0.12892051,0.123273216
26,27,0.1380786,0.13077368,0.124033675,0.11779345,0.1104597,0.1126523,0.12300421,0.14871436,0.1698294,0.17848893,0.17911415,0.15208335,0.15449108,0.14525874,0.14000411
28,29,0.12502246,0.18292023,0.26325515,0.39980325,0.4322736,0.42793944,0.39909142,0.4124091,0.44934788,0.43720227,0.56204194,0.58264405,0.50518996,0.44919834,0.3726491
30,31,0.10142799,0.10600365,0.110926196,0.09415618,0.12378441,0.14367288,0.20601225,0.30815578,0.35447112,0.3512595,0.33886865,0.32930544,0.36002374,0.35303843,0.41192284
31,32,0.77440566,0.79637533,0.69158167,0.56602186,0.47300267,0.43944207,0.45406863,0.41196102,0.5000028,0.49210188,0.48116624,0.52566767,0.568503,0.50982153,0.43816936
32,33,0.43118834,0.44585532,0.51948214,0.52049327,0.5897194,0.62293893,0.6642072,0.68267214,0.6039187,0.44883972,0.32013774,0.3249706,0.37498188,0.40393254,0.39965934
33,34,0.045347463,0.037406184,0.04533184,0.05992443,0.06927957,0.05691242,0.033733826,0.031599775,0.03105912,0.033109944,0.036796186,0.03898036,0.044849083,0.03734592,0.031761725
37,38,0.33594915,0.40625563,0.60801685,0.5045133,0.4570619,0.46736145,0.4265166,0.39577895,0.41231614,0.4402559,0.43809113,0.409992,0.52149403,0.48729587,0.5538052
38,39,0.88281447,0.8738948,0.94002736,0.83698016,0.7685392,0.9587508,1.0865189,1.2360356,1.390056,1.4072112,1.4677105,1.6697528,2.0034695,2.3058927,2.6914124
42,43,0.17106424,0.16440159,0.16326322,0.16611992,0.17229344,0.17191686,0.16103709,0.15491438,0.18280862,0.21284997,0.20492704,0.18525206,0.16852954,0.15554462,0.16848207
43,44,0.09848404,0.08856311,0.10200573,0.08939181,0.106746465,0.1625779,0.17381407,0.17333218,0.14589071,0.12248965,0.11803513,0.13637465,0.16376583,0.18825638,0.18932311
44,45,0.0049045226,0.0044358047,0.0057474785,0.005342439,0.0068747466,0.010861351,0.010949869,0.00849424,0.007619979,0.011090962,0.0172132,0.020887293,0.020399952,0.018252216,0.014517722
45,46,0.07289644,0.058765218,0.04751669,0.04015061,0.04234563,0.04870111,0.06182696,0.07318948,0.08001462,0.07965321,0.07478809,0.080024436,0.08079249,0.0704059,0.06482752
46,47,0.30898544,0.3370698,0.41452843,0.4934316,0.526744,0.5844328,0.6358621,0.75006354,0.9460005,1.032756,0.9693265,0.8279641,0.7894835,0.8032927,0.6402748
47,48,1.7954605,2.2262506,1.984787,1.5753913,1.4026815,1.4131873,1.6598408,1.6828512,1.4744917,1.2859169,1.3160713,1.6153946,2.1564956,2.4665644,2.420021
48,49,0.32153955,0.31247783,0.31236377,0.33786008,0.3442928,0.36963168,0.44557053,0.47824144,0.51541793,0.515855,0.5396597,0.50964445,0.5494181,0.64755183,0.68398035
