lon_east,lon_west,lat_north,lat_south
275.13559,267.13559,45.447643,37.447643
278.332367,270.332367,45.015244,37.015244
280.067535,272.067535,43.860733,35.860733
282.75769,274.75769,43.46167,35.46167
284.469727,276.469727,42.745144,34.745144
287.365997,279.365997,42.927238,34.927238
289.942108,281.942108,43.108273,35.108273
292.397644,284.397644,43.269356,35.269356
293.853485,285.853485,42.08514,34.08514
294.735138,286.735138,40.79026,32.79026
295.783478,287.783478,40.362572,32.362572
297.550323,289.550323,40.401173,32.401173
300.315002,292.315002,41.030495,33.030495
301.392883,293.392883,40.643803,32.643803
301.717163,293.717163,40.495934,32.495934
303.410736,295.410736,41.280205,33.280205
304.959747,296.959747,41.905449,33.905449
307.493103,299.493103,43.461475,35.461475
309.652496,301.652496,44.628017,36.628017
311.202545,303.202545,45.355877,37.355877
312.833221,304.833221,46.292126,38.292126
314.744598,306.744598,47.275478,39.275478
316.303375,308.303375,48.704025,40.704025
317.600739,309.600739,49.56781,41.56781
319.076172,311.076172,50.517143,42.517143
320.492584,312.492584,51.400574,43.400574
321.955963,313.955963,52.341969,44.341969
323.841248,315.841248,53.85384,45.85384
325.588013,317.588013,54.598633,46.598633
329.173462,321.173462,58.278957,50.278957
331.533356,323.533356,60.196987,52.196987
334.132477,326.132477,61.902966,53.902966
337.555298,329.555298,63.761448,55.761448
341.875244,333.875244,65.319088,57.319088
346.180695,338.180695,66.768734,58.768734
351.057892,343.057892,67.93531,59.93531
356.310242,348.310242,68.825157,60.825157
1.548431,353.548431,69.592888,61.592888
5.913401,357.913401,70.087006,62.087006
11.109962,3.109962,70.508148,62.508148
16.917338,8.917338,70.626457,62.626457
23.732956,15.732956,70.440941,62.440941
30.674461,22.674461,69.849159,61.849159
34.890043,26.890043,68.75177,60.75177
38.690521,30.690521,67.870426,59.870426
42.728924,34.728924,67.303074,59.303074
46.505611,38.505611,66.346119,58.346119
50.362755,42.362755,65.011707,57.011707
53.42086,45.42086,63.939568,55.939568
56.528725,48.528725,62.930046,54.930046
59.158222,51.158222,62.397808,54.397808
61.563293,53.563293,61.923355,53.923355
63.719158,55.719158,61.418446,53.418446
65.878353,57.878353,60.977959,52.977959
68.002441,60.002441,60.740047,52.740047
69.122818,61.122818,60.526093,52.526093
75.879227,67.879227,62.142384,54.142384
80.115417,72.115417,63.375221,55.375221
81.806679,73.806679,63.506371,55.506371
83.158188,75.158188,64.204521,56.204521
85.670204,77.670204,65.371475,57.371475
87.69297,79.69297,65.831459,57.831459
