lon_east,lon_west,lat_north,lat_south
317.30304,309.30304,42.724621,34.724621
319.132568,311.132568,43.267891,35.267891
320.861267,312.861267,43.679569,35.679569
322.790314,314.790314,44.36409,36.36409
324.601898,316.601898,44.889683,36.889683
326.621246,318.621246,45.528152,37.528152
328.642059,320.642059,46.349239,38.349239
330.688293,322.688293,46.985424,38.985424
332.897858,324.897858,48.070606,40.070606
335.325165,327.325165,49.133175,41.133175
337.716248,329.716248,50.033043,42.033043
339.993164,331.993164,51.118908,43.118908
342.202454,334.202454,52.477997,44.477997
344.421387,336.421387,54.211861,46.211861
346.338379,338.338379,55.660603,47.660603
348.470306,340.470306,58.115265,50.115265
350.174072,342.174072,60.437019,52.437019
351.596069,343.596069,62.43679,54.43679
352.813721,344.813721,63.90638,55.90638
353.957184,345.957184,64.966232,56.966232
354.83905,346.83905,65.983418,57.983418
355.535828,347.535828,66.876732,58.876732
356.246765,348.246765,67.675201,59.675201
357.061279,349.061279,68.58149,60.58149
358.299347,350.299347,69.335213,61.335213
359.979523,351.979523,69.911674,61.911674
2.368469,354.368469,70.939293,62.939293
4.664901,356.664901,71.796127,63.796127
6.835725,358.835725,72.710602,64.710602
9.585905,1.585905,73.329697,65.329697
12.437376,4.437376,74.056496,66.056496
15.228898,7.228898,74.480888,66.480888
19.552972,11.552972,75.087601,67.087601
24.371553,16.371553,75.884575,67.884575
28.909948,20.909948,76.564423,68.564423
33.000883,25.000883,77.038506,69.038506
36.388603,28.388603,77.310371,69.310371
40.008991,32.008991,77.586891,69.586891
43.137207,35.137207,77.718941,69.718941
44.866581,36.866581,77.638771,69.638771
47.192581,39.192581,77.651688,69.651688
49.049068,41.049068,77.406395,69.406395
50.707199,42.707199,77.054543,69.054543
51.10474,43.10474,76.340584,68.340584
52.039074,44.039074,75.784737,67.784737
53.608032,45.608032,75.351936,67.351936
55.550373,47.550373,74.95372,66.95372
57.074047,49.074047,74.287224,66.287224
58.75174,50.75174,73.725739,65.725739
