lon_east,lon_west,lat_north,lat_south
284.807861,276.807861,44.62738,36.62738
287.190857,279.190857,45.067249,37.067249
286.91275,278.91275,43.803444,35.803444
288.13681,280.13681,43.143726,35.143726
289.423126,281.423126,42.729187,34.729187
290.932007,282.932007,42.847305,34.847305
294.725677,286.725677,44.662457,36.662457
296.525055,288.525055,45.44511,37.44511
298.945465,290.945465,46.756378,38.756378
302.247375,294.247375,48.410561,40.410561
306.580933,298.580933,50.284828,42.284828
311.898438,303.898438,52.411991,44.411991
317.581085,309.581085,54.186314,46.186314
322.065979,314.065979,55.663624,47.663624
328.16156,320.16156,57.071159,49.071159
335.529572,327.529572,58.045952,50.045952
341.677429,333.677429,58.272408,50.272408
347.302704,339.302704,58.554104,50.554104
352.091827,344.091827,58.890598,50.890598
357.299866,349.299866,58.969646,50.969646
2.075043,354.075043,59.175362,51.175362
6.32333,358.32333,59.566086,51.566086
10.220098,2.220098,60.032047,52.032047
13.614526,5.614526,60.713562,52.713562
16.678132,8.678132,61.527718,53.527718
19.219101,11.219101,62.19281,54.19281
21.829227,13.829227,62.878525,54.878525
23.514814,15.514814,63.512127,55.512127
24.89777,16.89777,64.114006,56.114006
25.888943,17.888943,64.595592,56.595592
26.157978,18.157978,64.658951,56.658951
26.819426,18.819426,64.596058,56.596058
27.106188,19.106188,64.50428,56.50428
27.712566,19.712566,64.353321,56.353321
28.821466,20.821466,64.334541,56.334541
29.978264,21.978264,64.425671,56.425671
31.277672,23.277672,64.539085,56.539085
32.618269,24.618269,65.031883,57.031883
34.349216,26.349216,65.561096,57.561096
35.895132,27.895132,66.290901,58.290901
37.716625,29.716625,66.951458,58.951458
