lon_east,lon_west,lat_north,lat_south
294.812012,286.812012,41.300362,33.300362
296.532135,288.532135,41.871521,33.871521
299.713776,291.713776,42.961472,34.961472
303.577271,295.577271,43.887543,35.887543
305.190704,297.190704,44.686176,36.686176
308.058502,300.058502,45.496368,37.496368
311.453491,303.453491,46.612736,38.612736
314.86499,306.86499,47.614758,39.614758
318.161652,310.161652,48.630795,40.630795
322.191071,314.191071,50.158722,42.158722
326.462585,318.462585,52.092167,44.092167
330.317871,322.317871,53.208118,45.208118
334.985199,326.985199,53.765739,45.765739
338.701965,330.701965,55.391232,47.391232
342.079224,334.079224,56.677937,48.677937
344.774475,336.774475,57.772907,49.772907
346.46991,338.46991,58.647266,50.647266
348.503754,340.503754,59.189751,51.189751
349.840271,341.840271,59.751938,51.751938
351.516113,343.516113,59.982193,51.982193
353.671143,345.671143,60.179611,52.179611
356.055542,348.055542,60.31144,52.31144
357.874695,349.874695,60.61356,52.61356
0.083557,352.083557,60.909718,52.909718
2.521118,354.521118,60.952316,52.952316
4.677103,356.677103,60.76276,52.76276
6.912605,358.912605,60.801365,52.801365
9.15131,1.15131,60.959282,52.959282
10.81648,2.81648,61.077431,53.077431
12.846914,4.846914,61.394897,53.394897
15.355346,7.355346,61.698418,53.698418
18.023548,10.023548,61.940495,53.940495
20.336119,12.336119,62.139137,54.139137
23.127062,15.127062,62.674965,54.674965
25.630222,17.630222,63.152905,55.152905
28.402489,20.402489,63.647209,55.647209
30.445568,22.445568,63.986992,55.986992
33.155092,25.155092,64.346577,56.346577
36.479145,28.479145,64.720905,56.720905
39.590816,31.590816,65.182724,57.182724
40.831207,32.831207,66.007301,58.007301
44.485371,36.485371,66.728809,58.728809
49.357338,41.357338,67.766659,59.766659
51.270512,43.270512,68.927994,60.927994
53.178547,45.178547,69.939766,61.939766
55.047958,47.047958,70.313805,62.313805
56.04509,48.04509,70.78463,62.78463
57.794487,49.794487,71.439964,63.439964
59.787682,51.787682,72.064949,64.064949
61.079945,53.079945,72.486938,64.486938
62.560215,54.560215,73.015785,65.015785
63.863205,55.863205,73.792099,65.792099
65.69902,57.69902,74.137955,66.137955
66.719528,58.719528,74.914879,66.914879
67.851624,59.851624,75.570885,67.570885
68.227303,60.227303,76.455284,68.455284
69.961449,61.961449,76.957344,68.957344
70.872078,62.872078,77.458282,69.458282
70.693741,62.693741,78.160042,70.160042
71.02858,63.02858,79.017197,71.017197
71.014168,63.014168,79.683388,71.683388
70.537712,62.537712,80.43718,72.43718
70.168289,62.168289,81.199196,73.199196
67.99601,59.99601,82.068893,74.068893
67.604481,59.604481,82.617645,74.617645
66.857754,58.857754,83.508202,75.508202
69.658615,61.658615,84.114143,76.114143
64.026516,56.026516,84.90107,76.90107
47.169704,39.169704,84.807312,76.807312
64.635387,56.635387,86.269463,78.269463
71.433563,63.433563,86.918747,78.918747
67.731033,59.731033,87.565147,79.565147
58.856644,50.856644,87.998627,79.998627
66.259743,58.259743,88.469307,80.469307
68.472145,60.472145,88.76136,80.76136
66.99942,58.99942,88.94529,80.94529
69.789925,61.789925,89.047127,81.047127
77.109863,69.109863,89.103088,81.103088
80.265594,72.265594,90.698395,82.698395
81.75103,73.75103,90.9235,82.9235
83.779778,75.779778,91.106834,83.106834
87.274162,79.274162,91.193245,83.193245
90.265968,82.265968,91.25444,83.25444
89.92614,81.92614,91.298996,83.298996
85.486771,77.486771,91.283745,83.283745
85.401512,77.401512,91.310127,83.310127
84.898201,76.898201,91.299835,83.299835
86.483093,78.483093,91.291115,83.291115
90.634331,82.634331,91.330894,83.330894
