10m_u_component_of_wind_max_PCA_1,10m_u_component_of_wind_max_PCA_2,mean_sea_level_pressure_std_PCA_1,mean_sea_level_pressure_std_PCA_2,mean_sea_level_pressure_min_PCA_1,10m_u_component_of_wind_std_PCA_1,10m_u_component_of_wind_std_PCA_2,mean_sea_level_pressure_mean_PCA_1,surface_pressure_mean_PCA_1,surface_pressure_mean_PCA_2,geopotential_1000_min_PCA_1,geopotential_1000_min_PCA_2,geopotential_500_mean_PCA_1,geopotential_500_mean_PCA_2,mean_surface_latent_heat_flux_std_PCA_1,mean_surface_latent_heat_flux_std_PCA_2,mean_surface_latent_heat_flux_std_PCA_3,surface_latent_heat_flux_std_PCA_1,surface_latent_heat_flux_std_PCA_2,surface_latent_heat_flux_std_PCA_3,10m_v_component_of_wind_max_PCA_1,10m_v_component_of_wind_max_PCA_2,surface_latent_heat_flux_min_PCA_1,surface_latent_heat_flux_min_PCA_2,surface_latent_heat_flux_min_PCA_3,mean_surface_latent_heat_flux_min_PCA_1,mean_surface_latent_heat_flux_min_PCA_2,mean_surface_latent_heat_flux_min_PCA_3,geopotential_500_max_PCA_1,mean_sea_level_pressure_max_PCA_1,mean_sea_level_pressure_max_PCA_2,surface_pressure_max_PCA_1,surface_pressure_max_PCA_2,geopotential_1000_std_PCA_1,geopotential_1000_std_PCA_2,2m_dewpoint_temperature_std_PCA_1,2m_dewpoint_temperature_std_PCA_2,2m_dewpoint_temperature_std_PCA_3,surface_latent_heat_flux_mean_PCA_1,surface_latent_heat_flux_mean_PCA_2,mean_surface_latent_heat_flux_mean_PCA_1,mean_surface_latent_heat_flux_mean_PCA_2
0.0766352741908475,0.0090185910864459,0.1865856165462541,-0.0589710157403192,-0.1927957798884194,0.1418965919947009,0.1021283000906269,-0.1706051375403334,-0.1596852545481631,0.0557297026002235,-0.0966461970297031,0.0778782080950542,-0.0966461970297031,0.0778782080950542,-0.050332397491465,-0.0750734172253553,0.1337446817300589,-0.0503330623766586,-0.0750725750251453,0.1337440932334772,0.1123355818499974,0.0013940335897617,0.1071526293306181,0.0291232127908675,-0.2809555961476592,0.1071471080661386,0.0291132212180291,-0.2809526401735399,0.0288670868296343,-0.0904825797613975,0.0295366845023868,-0.1069691982887991,0.0662775435387189,-0.0749306683848947,-0.0097360153600113,-0.2072759469860158,0.0452102747791529,-0.2011713257633726,0.1173180680890734,0.0485344886644693,0.1173182260061086,0.0485344073251892
0.1113419523429734,-0.0720744519156312,0.1684896324572183,-0.0500789799981313,-0.1314853033687257,0.0193301580744983,-0.0909912533995785,-0.0916139121331558,-0.0968640625391005,-0.0505725688161673,-0.0305021652408665,-0.0584510884617474,-0.0305021652408665,-0.0584510884617474,-0.177227530077339,0.0376381884119604,0.1392421293939774,-0.1772273195980084,0.0376404407044837,0.1392427664702216,-0.0267034936227234,0.1159649919655413,0.1020524646392044,0.0362222763665964,-0.184880439108007,0.1020546433405908,0.0362249125029511,-0.1848825369348063,0.0055656526119951,-0.0379347003054284,-0.1282512651215723,-0.0393492830888075,-0.126975675076343,-0.0499497209810481,-0.1166688430752338,0.046938923403391,-0.0914625832982975,-0.0210257969763261,0.0486493667149229,-0.01713941381116,0.0486494657693064,-0.0171387633513539
-0.1643426941757002,0.0175681693000602,-0.0738774308658206,0.1950703033361997,-0.0573463838746491,-0.3414047248232282,0.0862860947697207,-0.0707873605619466,-0.0586716701444264,-0.1753528464781966,-0.0244413300672801,-0.1567863997379461,-0.0244413300672801,-0.1567863997379461,0.1680844798812031,-0.0930141389099816,0.1176009365764891,0.1680849302171033,-0.0930121992819058,0.1176001492485229,0.1990192980431107,0.2261825016839337,-0.096210071632351,0.1457711647734399,-0.0055672657034145,-0.0962109045134316,0.1457787605308893,-0.0055869818433993,0.0451103676281105,-0.0773055229049463,-0.0471105708302133,-0.0727344458724889,-0.0466242716901657,-0.0731575949924713,-0.0501669090396745,0.0079742173407988,-0.1467664335532005,0.0074842494828209,0.050809100724809,0.0816757633858043,0.0508091967697092,0.0816753210190929
-0.0250020822823708,0.0541411988713517,0.076856309118209,0.0559761201901428,0.0160557184273625,-0.0394719580060604,-0.0045114766756042,0.0097086189562852,0.0423307600371759,-0.1504341753200912,-0.0106949361209475,0.0687596316227178,-0.0106949361209475,0.0687596316227178,0.2492800395526485,-0.1409650852912478,-0.0519993791795177,0.2492810333482547,-0.1409658417272943,-0.0519988442940309,-0.2820326065554015,0.0783915035257483,-0.1350136779574272,-0.1387830431954309,-0.0687077778787384,-0.1350060801939539,-0.1387913796503493,-0.0686880315744357,0.0181226841082821,0.0211122275130293,-0.1100862775545543,0.0201623533313386,-0.1109804219085151,0.0152467888500299,-0.1000660342967105,-0.1062969393703398,-0.2089368342442816,0.1905284952143464,-0.0163068147809169,-0.1902406382723169,-0.0163074780555815,-0.1902396849958891
-0.1400566525122646,0.0172023165244655,-0.067256512673865,0.1410405249485181,0.1104103366528799,-0.0300611023973404,-0.0582753771894725,0.1276667137609707,0.127070199609071,0.0946604214114146,0.0977236891549755,0.079871165267215,0.0977236891549755,0.079871165267215,0.064696997513823,0.0649455493576895,0.0278963599043871,0.0646976482163391,0.0649457116859447,0.0278983256978666,0.1909314005455977,0.0940213863169927,-0.1037981090614937,-0.0283311635367284,-0.0387740309884089,-0.1037982808362652,-0.02833850491324,-0.0387673952926781,-0.0943363406325897,0.0974907648786841,0.1890541322951795,0.0973890069724229,0.1898594306980981,0.1043849498212486,0.177406678139627,0.0685143423648568,0.1345352594933812,-0.0228839119740759,-0.1743104418779949,0.014262920794909,-0.1743101446798869,0.0142630671805573
0.1610868028829384,-0.1531100591804025,0.212778658704438,-0.2919950338808516,-0.2376754691639834,0.2707777028724577,0.0810006645072451,-0.2316276500632523,-0.2428328231078907,0.1309748956462983,-0.2946580469376709,0.0813582438609488,-0.2946580469376709,0.0813582438609488,-0.2484648511540079,0.232448086673097,-0.0753421589549027,-0.2484650312771663,0.2324483787882581,-0.0753429674884413,-0.0426525514221769,-0.0819625959388068,0.1895927613603571,-0.1352561787475712,0.0850591449847582,0.1895889800156152,-0.1352559994790366,0.0850798807860793,0.2573753185257767,-0.2117414179434524,0.0642301414820182,-0.212805025116647,0.0710572410122438,-0.2205313469481811,0.1012036481797392,-0.250474364085029,0.0331313944390022,-0.0221064774913879,0.244066937989235,-0.1315651179403705,0.2440669440886008,-0.1315650662693637
-0.0837945870556866,0.1491814274878714,-0.0459705827798245,0.1334894759602963,-0.0540126640148908,0.039192353141463,0.2052780935773104,-0.0704582938926087,-0.0756034277002257,0.0753739763167044,-0.145378774929205,0.0179622814526418,-0.145378774929205,0.0179622814526418,-0.0416718113267399,0.0635816620560755,-0.0638115715251803,-0.041671880549788,0.0635823532444876,-0.0638126969644432,0.0734317971926228,0.0544249939815272,-0.0236727536193651,0.0325296065035959,0.0931471122664932,-0.0236728243164784,0.0325331727263953,0.0931401722854965,0.0834603772756969,-0.1162165234447086,0.0168398776301758,-0.1176169324699049,0.0160448691277854,-0.1287294468930776,0.0475041463516176,0.027860169864426,0.0629020225519406,-0.1299443135729801,-0.0772717429292236,0.0405786436533709,-0.077271931146657,0.0405786580971383
-0.136417689208271,-0.0612255822280198,-0.140070528572723,0.0067361231398088,0.0383277008309428,-0.1537059388265752,-0.0191443695039642,0.0217297235116534,0.0106859181443925,0.0670185923834695,-0.0727761764996967,0.0079171606950951,-0.0727761764996967,0.0079171606950951,0.0530741291659402,0.0563020825742101,-0.0072275962170911,0.0530742223610459,0.0563021557192704,-0.0072264747052091,0.0762889430634052,-0.0250216669177603,-0.1015140859922519,-0.0160610519232295,0.0691067617432693,-0.1015154746374955,-0.0160807677286996,0.0691091550043244,0.0552905865415639,-0.0712169353611994,-0.0274108205729821,-0.0726382316257792,-0.0258234034736627,-0.0796206591936739,-0.0106469494070181,0.1368159063272424,0.0592514678357785,0.1635093868082172,-0.0504391284367018,-0.0321977504187014,-0.0504390710732069,-0.0321975483018679
-0.1010774926033291,0.1272026525174821,-0.1574187937973195,0.0995022926831344,0.2167487846744024,-0.0250652850643172,-0.0638420708356503,0.2149719846356322,0.2117315647628076,0.030779232027483,0.0495979289435583,0.1027295361626216,0.0495979289435583,0.1027295361626216,0.2593588101803442,-0.1040636349647049,-0.068420881817101,0.2593598264434755,-0.1040638722219688,-0.0684195346184712,-0.0397308456632846,-0.0767368147554916,-0.2010146305312731,0.1068826582805602,0.0445526124687089,-0.2010171134127922,0.1068876119296763,0.0445451715707117,-0.0897482149766623,0.1944860358140655,0.1650702916084486,0.1944334490098419,0.1673232845261507,0.19070888808859,0.1803335944247097,0.128676059757198,-0.0988454588717217,0.0488424274366679,-0.2184182356328573,0.1071003231139084,-0.2184182873590487,0.1071004549544527
-0.1582743274774244,0.0099245833328875,-0.1545698165515793,-0.0324979313132945,0.2060494491903588,-0.2417523350641196,0.0637499415037361,0.2215986861906753,0.201233562049018,-0.115509310430629,0.1617908714737207,0.0124178624558083,0.1617908714737207,0.0124178624558083,0.1359933029521388,-0.086272108807544,0.1047578524953324,0.1359928768329881,-0.0862725748953678,0.1047577119768735,-0.0209001561849794,0.0175922742308137,-0.1022966098807974,0.145290513367897,-0.088798690211636,-0.1022996610147672,0.1452891899719206,-0.0887861568123203,-0.1189130871799649,0.2024562055239597,-0.125828581420616,0.2030854395604757,-0.1284708946472075,0.2047196025843875,-0.1397795062907187,0.0715846674039933,-0.0012909109734635,-0.0680479614424518,-0.2371202751793831,0.1661940626834886,-0.2371203447155018,0.1661940444436956
