,0
66,0.018677235
67,0.018677235
68,0.028469801
69,0.04182315
70,0.042713404
71,0.04538417
72,0.053396225
73,0.06496906
74,0.07120061
75,0.039152622
76,0.032920837
77,0.034701347
78,0.034701347
79,0.04182315
80,0.037372112
81,0.034701347
82,0.03203082
83,0.026689291
84,0.02490902
85,0.033811092
86,0.031140566
87,0.022238255
88,0.032920837
89,0.03025031
90,0.024018764
91,0.024018764
92,0.028469801
93,0.026689291
94,0.02490902
95,0.01956749
96,0.025799036
97,0.035591602
98,0.032920837
99,0.035591602
100,0.032920837
101,0.028469801
102,0.025799036
103,0.028469801
104,0.02490902
105,0.02490902
106,0.024018764
107,0.025799036
108,0.032920837
109,0.034701347
110,0.033811092
111,0.034701347
112,0.044493914
113,0.048054695
114,0.04894495
115,0.048054695
116,0.046274424
117,0.03025031
118,0.022238255
119,0.02490902
120,0.02312851
121,0.024018764
122,0.021348
123,0.017787218
124,0.026689291
125,0.024018764
126,0.02490902
127,0.027579546
128,0.035591602
129,0.038262367
130,0.036481857
131,0.035591602
132,0.02490902
133,0.02490902
134,0.01956749
135,0.022238255
136,0.028469801
137,0.03203082
138,0.039152622
139,0.04538417
140,0.04360366
141,0.038262367
142,0.031140566
143,0.02312851
144,0.025799036
145,0.03025031
146,0.034701347
