lon_east,lon_west,lat_north,lat_south,step
"-4.764893","-12.764893","61.265553","53.265553","42"
"-3.69105","-11.69105","61.475139","53.475139","43"
"-2.617208","-10.617208","61.684724","53.684724","44"
"-1.543365","-9.543365","61.89431","53.89431","45"
"-0.65626","-8.65626","62.021591","54.021591","46"
"0.230845","-7.769155","62.148873","54.148873","47"
"1.11795","-6.88205","62.276154","54.276154","48"
"2.031779","-5.968221","62.379325","54.379325","49"
"-7.365743","-15.365743","60.992311","52.992311","40"
"-6.065318","-14.065318","61.128932","53.128932","41"
"2.945607","-5.054393","62.482496","54.482496","50"
"3.859436","-4.140564","62.585667","54.585667","51"
"4.732817","-3.267183","62.607622","54.607622","52"
"5.606198","-2.393802","62.629576","54.629576","53"
"6.479579","-1.520421","62.651531","54.651531","54"
"11.355346","3.355346","62.890594","54.890594","60"
"11.880652","3.880652","63.131721","55.131721","61"
"12.405958","4.405958","63.372849","55.372849","62"
"12.931264","4.931264","63.613976","55.613976","63"
"13.428018","5.428018","63.735759","55.735759","64"
"13.924772","5.924772","63.857541","55.857541","65"
"14.421526","6.421526","63.979324","55.979324","66"
"14.729496","6.729496","64.146937","56.146937","67"
"15.037466","7.037466","64.314549","56.314549","68"
"15.345436","7.345436","64.482162","56.482162","69"
"15.542641","7.542641","64.545943","56.545943","70"
"15.739846","7.739846","64.609723","56.609723","71"
"15.937051","7.937051","64.673504","56.673504","72"
"16.352004","8.352004","64.727272","56.727272","73"
"16.766958","8.766958","64.78104","56.78104","74"
"17.181911","9.181911","64.834808","56.834808","75"
"17.649479","9.649479","64.879673","56.879673","76"
"18.117046","10.117046","64.924537","56.924537","77"
"18.584614","10.584614","64.969402","56.969402","78"
"18.831093","10.831093","64.994404","56.994404","79"
"19.077573","11.077573","65.019405","57.019405","80"
"19.324052","11.324052","65.044407","57.044407","81"
"19.578697","11.578697","65.058999","57.058999","82"
"19.833343","11.833343","65.073592","57.073592","83"
"20.087988","12.087988","65.088184","57.088184","84"
"20.487106","12.487106","65.128731","57.128731","85"
"20.886225","12.886225","65.169277","57.169277","86"
"21.285343","13.285343","65.209824","57.209824","87"
"21.737938","13.737938","65.182631","57.182631","88"
"22.190532","14.190532","65.155439","57.155439","89"
"22.643127","14.643127","65.128246","57.128246","90"
"22.884557","14.884557","65.144663","57.144663","91"
"23.125988","15.125988","65.161081","57.161081","92"
"23.367418","15.367418","65.177498","57.177498","93"
"23.938874","15.938874","65.215103","57.215103","94"
"24.510329","16.510329","65.252709","57.252709","95"
"25.081785","17.081785","65.290314","57.290314","96"
"25.439887","17.439887","65.320425","57.320425","97"
"25.79799","17.79799","65.350535","57.350535","98"
"26.156092","18.156092","65.380646","57.380646","99"
"26.529349","18.529349","65.457667","57.457667","100"
"26.902605","18.902605","65.534689","57.534689","101"
"27.275862","19.275862","65.61171","57.61171","102"
"27.819943","19.819943","65.748303","57.748303","103"
"28.364023","20.364023","65.884895","57.884895","104"
"28.908104","20.908104","66.021488","58.021488","105"
"29.473378","21.473378","66.29483","58.29483","106"
"30.038652","22.038652","66.568173","58.568173","107"
"30.603926","22.603926","66.841515","58.841515","108"
"31.147834","23.147834","67.101289","59.101289","109"
"31.691743","23.691743","67.361064","59.361064","110"
"32.117929","24.117929","67.999836","59.999836","114"
"32.128191","24.128191","68.086052","60.086052","115"
"32.138452","24.138452","68.172268","60.172268","116"
"32.148714","24.148714","68.258484","60.258484","117"
"7.34111","-0.65889","62.599679","54.599679","55"
"8.20264","0.20264","62.547827","54.547827","56"
"9.064171","1.064171","62.495975","54.495975","57"
"9.827896","1.827896","62.627515","54.627515","58"
"10.591621","2.591621","62.759054","54.759054","59"
"34.30344","26.30344","69.037727","61.037727","121"
"34.803093","26.803093","69.212341","61.212341","122"
"35.302746","27.302746","69.386955","61.386955","123"
"35.976701","27.976701","69.705526","61.705526","124"
"36.650657","28.650657","70.024096","62.024096","125"
"37.324612","29.324612","70.342667","62.342667","126"
"38.429309","30.429309","71.148186","63.148186","127"
"-10.07254","-18.07254","60.766224","52.766224","38"
"-8.666168","-16.666168","60.85569","52.85569","39"
"32.235651","24.235651","67.620838","59.620838","111"
"32.19641","24.19641","67.747171","59.747171","112"
"32.15717","24.15717","67.873503","59.873503","113"
"32.700405","24.700405","68.460027","60.460027","118"
"33.252096","25.252096","68.66157","60.66157","119"
"33.803787","25.803787","68.863113","60.863113","120"
