lon_east,lon_west,lat_north,lat_south,step
"-1.842051","-9.842051","57.162454","49.162454",137
"-1.129272","-9.129272","56.88615","48.88615",138
"-0.506703","-8.506703","56.693854","48.693854",139
"0.115865","-7.884135","56.501557","48.501557",140
"0.738434","-7.261566","56.309261","48.309261",141
"1.235494","-6.764506","56.093685","48.093685",142
"1.732554","-6.267446","55.878109","47.878109",143
"2.229614","-5.770386","55.662533","47.662533",144
"2.672485","-5.327515","55.546977","47.546977",145
"3.115357","-4.884643","55.431421","47.431421",146
"3.558228","-4.441772","55.315865","47.315865",147
"3.991903","-4.008097","55.280673","47.280673",148
"4.425577","-3.574423","55.245481","47.245481",149
"4.859252","-3.140748","55.210289","47.210289",150
"5.25016","-2.74984","55.223614","47.223614",151
"5.641067","-2.358933","55.236938","47.236938",152
"-2.55483","-10.55483","57.438757","49.438757",136
"-4.200592","-12.200592","57.900731","49.900731",134
"-3.267609","-11.267609","57.715061","49.715061",135
"-5.133576","-13.133576","58.086402","50.086402",133
"-6.907044","-14.907044","58.450597","50.450597",131
"-6.066559","-14.066559","58.272072","50.272072",132
"-7.747528","-15.747528","58.629123","50.629123",130
"6.031975","-1.968025","55.250263","47.250263",153
"6.249061","-1.750939","55.21576","47.21576",154
"6.466146","-1.533854","55.181258","47.181258",155
"6.683232","-1.316768","55.146755","47.146755",156
"6.892525","-1.107475","55.081381","47.081381",157
"7.101817","-0.898183","55.016008","47.016008",158
"7.31111","-0.68889","54.950634","46.950634",159
"7.5913","-0.4087","54.90875","46.90875",160
"7.87149","-0.12851","54.866866","46.866866",161
"8.15168","0.15168","54.824982","46.824982",162
"8.384289","0.384289","54.772943","46.772943",163
"8.616897","0.616897","54.720904","46.720904",164
"8.849506","0.849506","54.668865","46.668865",165
"9.098653","1.098653","54.604468","46.604468",166
"9.347799","1.347799","54.540071","46.540071",167
"9.596946","1.596946","54.475674","46.475674",168
"9.691943","1.691943","54.087532","46.087532",169
"9.786939","1.786939","53.699391","45.699391",170
"9.881936","1.881936","53.311249","45.311249",171
"-9.845988","-17.845988","59.070175","51.070175",127
"-9.217001","-17.217001","58.938912","50.938912",128
"-8.588013","-16.588013","58.807648","50.807648",129
