lon_east,lon_west,lat_north,lat_south,step
"-7.43634","-15.43634","64.290932","56.290932","63"
"-6.594157","-14.594157","64.204371","56.204371","64"
"-5.751973","-13.751973","64.117811","56.117811","65"
"-4.90979","-12.90979","64.03125","56.03125","66"
"-3.965769","-11.965769","63.981623","55.981623","67"
"-3.021749","-11.021749","63.931997","55.931997","68"
"-2.077728","-10.077728","63.88237","55.88237","69"
"-1.119385","-9.119385","63.882767","55.882767","70"
"-0.161041","-8.161041","63.883163","55.883163","71"
"0.797302","-7.202698","63.88356","55.88356","72"
"1.666728","-6.333272","63.813997","55.813997","73"
"2.536153","-5.463847","63.744433","55.744433","74"
"3.405579","-4.594421","63.67487","55.67487","75"
"4.18973","-3.81027","63.580685","55.580685","76"
"4.973881","-3.026119","63.4865","55.4865","77"
"5.758032","-2.241968","63.392315","55.392315","78"
"6.434361","-1.565639","63.315843","55.315843","79"
"7.110691","-0.889309","63.239371","55.239371","80"
"11.786674","3.786674","62.749236","54.749236","86"
"12.569478","4.569478","62.628426","54.628426","87"
"13.397138","5.397138","62.518678","54.518678","88"
"14.224799","6.224799","62.408931","54.408931","89"
"15.052459","7.052459","62.299183","54.299183","90"
"16.073296","8.073296","62.257131","54.257131","91"
"17.094134","9.094134","62.215079","54.215079","92"
"18.114971","10.114971","62.173027","54.173027","93"
"19.010548","11.010548","62.069928","54.069928","94"
"19.906125","11.906125","61.96683","53.96683","95"
"20.801702","12.801702","61.863731","53.863731","96"
"21.664051","13.664051","61.817347","53.817347","97"
"22.526401","14.526401","61.770963","53.770963","98"
"23.38875","15.38875","61.724579","53.724579","99"
"24.124919","16.124919","61.761246","53.761246","100"
"24.861089","16.861089","61.797912","53.797912","101"
"25.597258","17.597258","61.834579","53.834579","102"
"26.524805","18.524805","61.960562","53.960562","103"
"27.452353","19.452353","62.086545","54.086545","104"
"28.3799","20.3799","62.212528","54.212528","105"
"29.189194","21.189194","62.225665","54.225665","106"
"29.998487","21.998487","62.238801","54.238801","107"
"30.807781","22.807781","62.251938","54.251938","108"
"31.704662","23.704662","62.270161","54.270161","109"
"32.601544","24.601544","62.288383","54.288383","110"
"33.498425","25.498425","62.306606","54.306606","111"
"34.50228","26.50228","62.437849","54.437849","112"
"35.506136","27.506136","62.569093","54.569093","113"
"36.509991","28.509991","62.700336","54.700336","114"
"37.37772","29.37772","62.674383","54.674383","115"
"38.245449","30.245449","62.648431","54.648431","116"
"39.113178","31.113178","62.622478","54.622478","117"
"39.865728","31.865728","62.635732","54.635732","118"
"40.618277","32.618277","62.648985","54.648985","119"
"41.370827","33.370827","62.662239","54.662239","120"
"42.126391","34.126391","62.753428","54.753428","121"
"42.881956","34.881956","62.844617","54.844617","122"
"43.63752","35.63752","62.935806","54.935806","123"
"44.371683","36.371683","62.977168","54.977168","124"
"45.105845","37.105845","63.018529","55.018529","125"
"45.840008","37.840008","63.059891","55.059891","126"
"7.78702","-0.21298","63.162899","55.162899","81"
"8.598369","0.598369","63.105551","55.105551","82"
"9.409718","1.409718","63.048204","55.048204","83"
"10.221067","2.221067","62.990856","54.990856","84"
"11.003871","3.003871","62.870046","54.870046","85"
"-15.57723","-23.57723","63.466386","55.466386","52"
"-14.947581","-22.947581","63.584487","55.584487","53"
"-14.317932","-22.317932","63.702587","55.702587","54"
"-13.605804","-21.605804","63.807995","55.807995","55"
"-12.893677","-20.893677","63.913402","55.913402","56"
"-12.181549","-20.181549","64.01881","56.01881","57"
"-11.446228","-19.446228","64.102887","56.102887","58"
"-10.710907","-18.710907","64.186965","56.186965","59"
"-9.975586","-17.975586","64.271042","56.271042","60"
"-9.129171","-17.129171","64.277672","56.277672","61"
"-8.282755","-16.282755","64.284302","56.284302","62"
