,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1,77.39734,77.89668,78.445015,78.26263,77.57283,75.996574,75.342834,75.24718,75.271645,74.79933,73.845985,74.96059,74.67891,74.82389,74.46578,73.55148,72.94719,72.715546,73.07007,73.59577,74.83819,76.821785,77.62057,77.623665,80.933426,82.203064,82.6998,82.79512,83.317726,84.033646,85.90695,87.64135,89.45293,90.25571,90.18384,89.22483
1,2,82.057076,81.23711,81.21053,80.75496,80.285095,80.23017,82.12223,82.18268,82.49187,82.78524,83.448074,84.07138,84.89807,85.51098,86.26917,86.96449,87.126434,86.89991,89.63216,90.23457,90.85124,90.31447,90.43796,90.28373,90.81273,90.70454,90.65417,90.72697,90.61995,90.745224,90.54719,90.40861,90.68361,90.56614,90.8269,90.859535
2,3,80.078545,79.81007,80.073166,80.446236,79.79758,79.20008,79.51523,79.67552,80.13771,79.64499,79.51025,80.08841,80.32664,79.465805,79.266426,78.15579,76.80222,75.40094,74.86641,75.70707,77.713875,80.488106,82.938576,84.32547,86.407524,86.709854,86.61585,86.2372,86.10844,86.25388,86.57369,86.56802,86.72996,86.75999,87.08517,88.06485
4,5,80.47748,80.36834,80.36545,80.56967,80.78066,81.20759,81.52006,80.93576,79.80683,78.70042,77.49817,76.39341,75.04393,76.73498,78.01944,79.36924,81.01376,84.049644,85.97584,86.5158,86.96568,88.061554,88.31866,89.45469,91.5878,87.81017,87.089584,86.367645,86.127205,86.840965,86.88454,88.09008,89.28158,90.17179,91.08544,91.27206
5,6,83.87603,86.25554,86.99899,87.1935,86.52992,85.82899,85.72504,85.19983,85.88176,87.16639,86.82832,87.369705,86.967316,87.53094,87.08627,87.02088,86.90588,86.77854,86.56694,87.63681,87.41625,88.14537,88.33333,89.61531,91.18321,91.99293,92.34659,92.44403,92.51607,93.13662,93.21785,92.42808,90.56211,89.48359,88.557076,87.702736
6,7,83.56996,86.073586,86.35279,85.99692,86.085014,86.05991,86.28097,86.33298,86.5189,86.08877,85.918304,85.614,85.66869,87.06111,86.66694,86.65583,86.78406,85.972694,85.93338,85.735756,85.935104,85.58958,85.14396,84.44024,84.73068,85.447945,85.00748,84.63767,83.88151,83.37912,82.19998,81.30782,80.258095,79.5847,80.38178,80.287704
7,8,75.909,75.1281,73.57039,72.535286,71.180046,70.14006,68.342834,68.13034,69.74567,71.245255,73.844154,76.3025,79.447174,82.09068,82.85919,83.07273,82.60226,82.30676,82.3818,82.76367,85.09514,85.10847,85.17173,85.10324,85.60934,87.117935,88.626724,90.17375,91.38836,92.41773,92.91288,93.509094,92.87732,92.85266,92.85317,93.21789
10,11,84.28938,83.18934,82.54623,81.09917,81.9825,81.76866,82.73099,82.86265,82.767876,82.48947,82.61569,83.156845,83.526115,84.27983,85.256546,87.126076,86.008446,85.93239,85.78001,85.87228,86.14384,86.2218,85.89043,85.24378,84.390366,82.65061,81.60892,80.8265,82.53793,82.54626,82.835655,83.74448,83.970665,84.273834,85.06278,85.62218
11,12,80.12985,80.87787,81.69736,81.438965,81.11745,81.81745,82.411415,83.36529,84.01496,84.34513,85.17585,85.794754,86.17727,86.26046,86.39299,86.213585,85.913666,86.854385,86.79486,86.47607,86.454704,86.89862,87.0542,87.711395,87.82935,88.30152,88.640274,89.089485,89.65087,89.90988,90.16814,90.51522,90.52193,90.62857,90.93274,90.706566
12,13,92.13556,91.35965,90.90434,90.42215,90.657875,90.79777,89.31094,88.79913,88.99151,89.20557,89.509415,89.693985,89.880035,90.1681,90.41999,90.227234,90.079124,89.85256,88.62203,88.29772,86.88025,86.277565,85.75,86.27167,86.101654,85.78095,85.644516,85.497,85.15092,84.97425,84.617035,84.56835,84.9316,85.660866,85.72678,85.83104
