,PCA_1
0,-4.716435492770912
1,-0.6659621323813038
2,-0.4172124664591605
3,-0.6224387861613583
4,1.1102230246251565e-16
5,-0.8568290981590589
6,-1.0611764120474412
7,-1.386171880053765
8,-0.9516393183605998
9,-0.18969340216354424
10,-0.5250095496493334
11,-0.1939355020950827
12,-0.7935168757158603
13,1.1102230246251565e-16
14,-3.9446729627190535e-07
15,-2.44274296746688
16,-1.0090292110726293
17,-3.067807800968699
18,-0.055297017692887085
19,-3.9446729627190535e-07
20,3.9446729638292766e-07
21,3.9446729638292766e-07
22,-0.8922518507345257
23,-1.7204944752349718
24,3.9446729638292766e-07
25,1.1102230246251565e-16
26,-1.168240870385228
27,-0.5857373687802194
28,-2.4101649018507683
29,1.1102230246251565e-16
30,1.1102230246251565e-16
31,-1.4104294417384362
32,-2.1123506333310926
33,-1.7529648729101255
34,-1.9377311918711735
35,-2.2590148690285634
36,-2.986531635781458
37,1.1102230246251565e-16
38,-2.381975554318996
39,-0.4649230875190719
40,-3.721007936253798
41,-1.965725788343728
42,-2.444412964153004
43,-0.23992407143368621
44,-1.9723363953172424e-07
45,1.1102230246251565e-16
46,-4.806406331280007
47,-0.4586210821691948
48,1.1102230246251565e-16
49,-0.6490558937370351
50,1.1102230246251565e-16
51,-1.0324616856251687
52,-3.2586130122783508
53,-0.5529782244933017
54,-0.881386622218974
55,-0.2770507475326912
56,-0.816249042740542
57,-0.145992933286045
58,1.1102230246251565e-16
59,1.1102230246251565e-16
60,-3.9446729627190535e-07
61,-3.2722870949137404
62,-1.528010626696334
63,-3.4110173639060455
64,-0.0354024523824128
65,-3.9446729627190535e-07
66,3.9446729638292766e-07
67,3.9446729638292766e-07
68,-0.7864234135820503
69,-2.648806022091833
70,-0.0423338348743697
71,1.1102230246251565e-16
72,-1.4943193711414806
73,-0.759838470850734
74,-2.2189017417694217
75,1.1102230246251565e-16
76,1.1102230246251565e-16
77,-1.3801269732096395
78,-1.95881352347641
79,-2.198048215127623
80,-2.1325851752013834
81,-2.5280576546189306
82,-2.3475420591900424
83,1.1102230246251565e-16
84,-2.2735812147812777
85,-0.7359737912615572
86,-4.161711539774636
87,-1.658519588577704
88,-1.8356477523598076
89,-0.3334301795837137
90,-1.9723363953172424e-07
91,1.1102230246251565e-16
92,-4.580732378672521
93,-0.4605141234568484
94,1.1102230246251565e-16
95,-0.5457561368665319
96,1.1102230246251565e-16
97,-1.371816804045151
98,-3.349893909565518
99,-0.11347718970310627
100,-1.0146381093470338
101,-0.30878860506666295
102,-0.8796164968890948
