,PCA_1
0,0.4008104503957657
1,0.6370940099301751
2,1.0093085480431134
3,0.021823423712070356
4,0.26158828036921783
5,-0.0911494327385014
6,0.33208630390652466
7,0.5621326080393355
8,0.46197035308316037
9,0.37387107664458347
10,2.7180656474984497
11,0.9394431471167808
12,0.17479395983229357
13,0.35002817923607354
14,0.08055037034803325
15,0.6258405054109577
16,0.38092661324597477
17,1.684792370060297
18,0.447717697884801
19,0.2905934617748498
20,0.5680557553853065
21,0.3605871730153688
22,4.79373342487205
23,0.272965630722643
24,0.40230561633660467
25,0.5489946871073906
26,6.038987053358218
27,3.013014126387251
28,-0.0506872859659685
29,-0.06391367897582423
30,0.3220758149777782
31,0.6777905859665744
32,1.900962026775376
33,5.392508609879551
34,2.4918854670664685
35,5.16158628200655
36,0.10278310376909006
37,0.9681651761273113
38,-0.01966940682355267
39,-0.10110682740425192
40,-0.08525284962820479
41,-0.07115501911668276
42,6.077069647377099
43,5.902255686287967
44,0.0801478365987024
45,0.08421307030854552
46,0.3691821318896453
47,0.6836075134772137
48,1.0199648558898873
49,0.02537553212568755
50,0.2580361777536265
51,-0.0911494327385014
52,0.3303743787656924
53,0.4725116512872682
54,0.46020978250464073
55,0.33346643701259393
56,2.917341827935545
57,1.2097304184071498
58,0.16468616263409447
59,0.3180150167577839
60,0.09095455103654282
61,0.6156663614018578
62,0.45383987986544827
63,1.556266369308902
64,0.43637574447977645
65,0.2094479897744147
66,0.5530864699780407
67,0.33705834307630483
68,4.968109635002255
69,0.2959061349689607
70,0.36650145517966837
71,0.5144999115439297
72,5.889931402337032
73,2.814587298770993
74,-0.0506872859659685
75,-0.058242699374298934
76,0.2558553662545368
77,0.6204172058817959
78,1.7602978587059144
79,4.484934621603313
80,2.5335508352581937
81,5.1163819727181306
82,0.03820380368395737
83,0.8024062240791714
84,-0.014330190266660714
85,-0.09934625740553504
86,-0.08525284962820479
87,-0.06939444853816323
88,6.22320135391369
89,5.563345994873581
90,0.07262339044694976
91,0.06490431036221411
92,0.2668567146253603
93,0.7077954861979291
94,1.0022043428119312
95,0.020045163356389284
96,0.25093197252244404
97,-0.09287461448585665
98,0.27383266752261615
99,0.46020978250464073
100,0.3969487042045253
101,0.33772186916557145
102,2.9392957052987265
103,1.1587313880474648
104,0.16974227318009238
105,0.2775794098692165
106,0.06667814682409834
107,0.542390387673277
108,0.47079531964671695
109,1.3804836740447028
110,0.40613196557944437
111,0.1810488296367163
112,0.542390387673277
113,0.3220890808611428
114,4.477812906333773
115,0.27826061993761847
116,0.3928834762927082
117,0.5326541685638827
118,5.621630650696301
119,2.749052617364547
120,-0.0506872859659685
121,-0.058242699374298934
122,0.20287903510646826
123,0.5426911312790987
124,1.694785151817804
125,4.5504517349911415
126,2.3886266835853873
127,4.929098197226818
128,0.027441322386059452
129,0.6151222166668205
130,-0.0054388710941774
131,-0.09934625740553504
132,-0.08525284962820479
133,-0.06762945406584675
134,5.146771745911785
135,5.078644941045635
136,0.07262339044694976
137,0.0475242115646044
138,0.23336609917549678
139,0.7654696098885294
140,0.9382664957312883
141,0.02537553212568755
142,0.21008499569300398
143,-0.09287461448585665
144,0.2909650224695768
145,0.4127628779526504
146,0.34598948309098554
147,0.33346643701259393
148,2.96462959986742
149,1.0737374879213872
150,0.17142321946829492
151,0.30453646180150823
152,0.05627397773164067
153,0.5464644285845321
154,0.4962306796694665
155,1.3162228189386052
156,0.4080252529718692
157,0.17293606938826933
158,0.5530864699780407
159,0.3028378141400924
160,4.1290651244941206
161,0.2923761460243277
162,0.3627325817680319
163,0.5217633885478504
164,5.657032237517725
165,2.699902577479059
166,-0.05257613786854465
167,-0.05446499267013383
168,0.17450200603380595
169,0.4760681604025785
170,1.6909322476161313
171,4.193976344170586
172,2.303482440646529
173,5.31658317021466
174,0.0252870600477767
175,0.5376262077336629
176,-0.02144766717923363
177,-0.10110682740425192
178,-0.08701342020672431
179,-0.05882218307747755
180,3.866580952482471
181,4.8495498610495344
182,0.07826783248372005
183,0.037872040639324145
184,0.23894861249713711
185,0.8398868670443318
186,0.8956412063639337
187,0.028927634741278796
188,0.18699409065364564
189,-0.09287461448585665
190,0.26184043651761174
191,0.3916758344585341
192,0.31962959304298183
193,0.2866830643478961
194,2.9122769043901093
