lon_east,lon_west,lat_north,lat_south
-77.246246,-85.246246,15.220103,7.220103
-76.19278,-84.19278,16.072321,8.072321
-76.022949,-84.022949,16.159482,8.159482
-76.059753,-84.059753,16.0347,8.0347
-76.075195,-84.075195,15.833672,7.833672
-76.168182,-84.168182,15.885592,7.885592
-76.394073,-84.394073,16.034286,8.034286
-76.61142,-84.61142,16.173475,8.173475
-77.250519,-85.250519,16.307675,8.307675
-77.19873,-85.19873,16.507789,8.507789
-76.936829,-84.936829,16.671996,8.671996
-76.826019,-84.826019,16.604331,8.604331
-77.369171,-85.369171,16.485438,8.485438
-77.635681,-85.635681,16.358132,8.358132
-77.772888,-85.772888,16.325781,8.325781
-77.744324,-85.744324,16.409774,8.409774
-77.204468,-85.204468,16.799259,8.799259
-77.080902,-85.080902,17.004196,9.004196
-77.022797,-85.022797,17.100739,9.100739
-77.034393,-85.034393,17.11552,9.11552
-77.015747,-85.015747,17.068508,9.068508
-77.282776,-85.282776,17.032081,9.032081
-77.448029,-85.448029,17.197303,9.197303
-77.593292,-85.593292,17.41739,9.41739
-77.808319,-85.808319,17.676093,9.676093
-77.734894,-85.734894,18.32994,10.32994
-77.681976,-85.681976,18.617577,10.617577
-77.657928,-85.657928,18.677586,10.677586
-77.590332,-85.590332,18.919312,10.919312
-77.768768,-85.768768,19.228139,11.228139
-78.103394,-86.103394,19.70456,11.70456
-78.535004,-86.535004,20.187439,12.187439
-79.242493,-87.242493,20.575159,12.575159
-79.494476,-87.494476,20.860048,12.860048
-79.602509,-87.602509,21.254858,13.254858
-79.704803,-87.704803,21.631123,13.631123
-80.297913,-88.297913,21.851358,13.851358
-80.431641,-88.431641,22.125496,14.125496
-80.499908,-88.499908,22.491468,14.491468
-80.528259,-88.528259,22.869589,14.869589
-80.582153,-88.582153,23.255228,15.255228
-80.659943,-88.659943,23.29409,15.29409
-80.686035,-88.686035,23.471302,15.471302
-80.671783,-88.671783,23.673693,15.673693
-80.413574,-88.413574,23.913784,15.913784
-80.331451,-88.331451,24.226768,16.226768
-80.120392,-88.120392,24.633968,16.633968
-79.922485,-87.922485,24.90836,16.90836
-79.838745,-87.838745,25.32806,17.32806
-79.648865,-87.648865,25.458372,17.458372
-79.257263,-87.257263,25.462788,17.462788
-78.750458,-86.750458,25.508224,17.508224
-78.015259,-86.015259,25.73139,17.73139
-77.5289,-85.5289,25.83827,17.83827
-76.995758,-84.995758,26.007519,18.007519
-76.313416,-84.313416,26.257811,18.257811
-75.327759,-83.327759,26.702713,18.702713
-74.517273,-82.517273,26.771187,18.771187
-73.664429,-81.664429,26.778065,18.778065
-72.46817,-80.46817,27.084509,19.084509
-70.1539,-78.1539,28.053205,20.053205
-68.812836,-76.812836,28.789503,20.789503
-67.420319,-75.420319,29.971848,21.971848
-66.159088,-74.159088,30.682714,22.682714
-65.237915,-73.237915,31.32865,23.32865
-64.210144,-72.210144,31.979219,23.979219
-63.20224,-71.20224,32.429579,24.429579
-62.18576,-70.18576,32.994389,24.994389
-60.902954,-68.902954,33.915783,25.915783
-60.048126,-68.048126,34.557932,26.557932
-59.139679,-67.139679,35.140501,27.140501
-58.158783,-66.158783,35.524088,27.524088
-57.538513,-65.538513,35.761145,27.761145
-56.597076,-64.597076,36.039402,28.039402
-55.747284,-63.747284,36.421944,28.421944
-55.131592,-63.131592,36.737106,28.737106
-54.414398,-62.414398,36.786247,28.786247
-53.66568,-61.66568,37.011776,29.011776
-52.97821,-60.97821,37.271641,29.271641
-52.64212,-60.64212,37.335182,29.335182
-52.171814,-60.171814,37.173611,29.173611
-51.747833,-59.747833,37.139248,29.139248
-51.277618,-59.277618,37.147068,29.147068
-50.868561,-58.868561,37.137371,29.137371
-50.046387,-58.046387,36.943905,28.943905
-49.859039,-57.859039,37.013996,29.013996
-49.760681,-57.760681,37.148571,29.148571
-49.728577,-57.728577,37.236233,29.236233
-49.774261,-57.774261,37.103664,29.103664
-49.858002,-57.858002,37.141682,29.141682
-49.935425,-57.935425,37.202892,29.202892
-49.958496,-57.958496,37.18589,29.18589
-49.914154,-57.914154,37.141693,29.141693
-49.87915,-57.87915,36.936707,28.936707
-49.782776,-57.782776,36.8894,28.8894
-49.595886,-57.595886,36.881435,28.881435
-49.259277,-57.259277,36.878777,28.878777
-48.952026,-56.952026,36.959084,28.959084
-48.555206,-56.555206,37.042751,29.042751
-48.090729,-56.090729,37.236965,29.236965
-47.743958,-55.743958,37.712582,29.712582
-47.413879,-55.413879,37.989624,29.989624
-47.026703,-55.026703,38.205521,30.205521
-46.512817,-54.512817,38.32436,30.32436
-45.823181,-53.823181,38.580746,30.580746
-44.933533,-52.933533,38.849934,30.849934
-44.007294,-52.007294,39.155674,31.155674
-43.041046,-51.041046,39.378384,31.378384
-42.013794,-50.013794,39.809196,31.809196
-41.066833,-49.066833,40.205475,32.205475
-39.914398,-47.914398,40.750095,32.750095
-38.694855,-46.694855,41.290295,33.290295
-37.488068,-45.488068,41.946133,33.946133
-36.297302,-44.297302,42.530243,34.530243
-35.083252,-43.083252,43.238514,35.238514
-33.751984,-41.751984,43.91748,35.91748
-32.501617,-40.501617,44.43644,36.43644
-31.104584,-39.104584,45.147022,37.147022
-29.46521,-37.46521,46.080513,38.080513
-27.811646,-35.811646,46.884689,38.884689
-26.095642,-34.095642,47.728867,39.728867
-24.080719,-32.080719,48.688568,40.688568
-21.900269,-29.900269,49.691692,41.691692
-19.76178,-27.76178,50.682739,42.682739
-17.540802,-25.540802,51.984116,43.984116
-15.43103,-23.43103,53.223656,45.223656
-13.244202,-21.244202,54.399513,46.399513
-11.249786,-19.249786,55.374847,47.374847
-9.561127,-17.561127,56.070221,48.070221
-7.948792,-15.948792,56.831646,48.831646
-6.614807,-14.614807,57.24181,49.24181
-5.562866,-13.562866,57.408009,49.408009
-4.354034,-12.354034,57.303795,49.303795
-2.444733,-10.444733,57.254471,49.254471
-0.372528,-8.372528,56.898575,48.898575
1.633087,-6.366913,56.679882,48.679882
3.789886,-4.210114,56.417606,48.417606
6.191148,-1.808852,56.552063,48.552063
9.761013,1.761013,58.335392,50.335392
12.723225,4.723225,60.059975,52.059975
14.597814,6.597814,60.269619,52.269619
16.209908,8.209908,59.964306,51.964306
18.019148,10.019148,59.921684,51.921684
19.385283,11.385283,59.881409,51.881409
20.18668,12.18668,59.882538,51.882538
21.563242,13.563242,59.745739,51.745739
23.105505,15.105505,59.550797,51.550797
24.325314,16.325314,59.464153,51.464153
26.179029,18.179029,59.10273,51.10273
27.590918,19.590918,58.933983,50.933983
28.998493,20.998493,58.765114,50.765114
31.352211,23.352211,58.321533,50.321533
33.883732,25.883732,57.847908,49.847908
35.205956,27.205956,58.002979,50.002979
36.69775,28.69775,58.017513,50.017513
38.611389,30.611389,58.00639,50.00639
38.707451,30.707451,59.623489,51.623489
39.103664,31.103664,59.902779,51.902779
