lon_east,lon_west,lat_north,lat_south
-37.430969,-45.430969,39.785671,31.785671
-37.832153,-45.832153,39.22802,31.22802
-38.595734,-46.595734,39.428604,31.428604
-37.034637,-45.034637,39.714169,31.714169
-34.17804,-42.17804,40.181458,32.181458
-31.595062,-39.595062,41.055725,33.055725
-28.653137,-36.653137,42.08952,34.08952
-26.522308,-34.522308,43.255116,35.255116
-24.017303,-32.017303,44.772549,36.772549
-21.298065,-29.298065,46.657833,38.657833
-17.540955,-25.540955,49.085388,41.085388
-14.772339,-22.772339,50.602097,42.602097
-11.531647,-19.531647,52.435734,44.435734
-8.584595,-16.584595,53.964394,45.964394
-5.90921,-13.90921,55.738251,47.738251
-3.240082,-11.240082,57.165634,49.165634
-0.430389,-8.430389,58.453529,50.453529
2.239166,-5.760834,59.481575,51.481575
4.940345,-3.059655,60.544403,52.544403
7.657063,-0.342937,61.160263,53.160263
10.321824,2.321824,61.821247,53.821247
13.071764,5.071764,62.454933,54.454933
15.404413,7.404413,62.756493,54.756493
17.55057,9.55057,63.022934,55.022934
20.458281,12.458281,62.745129,54.745129
