lon_east,lon_west,lat_north,lat_south
-60.608154,-68.608154,48.671219,40.671219
-59.188843,-67.188843,44.145531,36.145531
-56.720062,-64.720062,41.827568,33.827568
-54.511444,-62.511444,41.821075,33.821075
-51.419708,-59.419708,42.644417,34.644417
-47.030487,-55.030487,43.924053,35.924053
-42.945312,-50.945312,44.819828,36.819828
-38.3508,-46.3508,46.280766,38.280766
-34.913727,-42.913727,47.31905,39.31905
-29.949982,-37.949982,49.61467,41.61467
-26.00238,-34.00238,51.593315,43.593315
-22.709503,-30.709503,53.215557,45.215557
-19.27417,-27.27417,54.891506,46.891506
-15.970337,-23.970337,56.318642,48.318642
-13.110138,-21.110138,57.843323,49.843323
-10.343567,-18.343567,59.326431,51.326431
-7.531219,-15.531219,61.174454,53.174454
-5.564545,-13.564545,63.262409,55.262409
-4.048431,-12.048431,65.069099,57.069099
-2.817932,-10.817932,66.863419,58.863419
-1.809937,-9.809937,68.375648,60.375648
-0.847229,-8.847229,70.061485,62.061485
0.003693,-7.996307,71.929535,63.929535
0.640442,-7.359558,73.493011,65.493011
0.658569,-7.341431,75.156532,67.156532
1.078156,-6.921844,76.55146,68.55146
0.639496,-7.360504,77.85463,69.85463
-0.083801,-8.083801,78.876488,70.876488
-1.861542,-9.861542,79.685463,71.685463
-3.477936,-11.477936,79.861099,71.861099
