,lon_west,lat_north,lat_south,step
306.307404,298.307404,48.769184,40.769184,0.0
307.197215,299.197215,48.922296,40.922296,1.0
308.087026,300.087026,49.075407,41.075407,2.0
308.976837,300.976837,49.228519,41.228519,3.0
309.703857,301.703857,49.319352,41.319352,4.0
310.430878,302.430878,49.410186,41.410186,5.0
311.157898,303.157898,49.501019,41.501019,6.0
311.335398,303.335398,49.240663,41.240663,7.0
311.512899,303.512899,48.980308,40.980308,8.0
311.690399,303.690399,48.719952,40.719952,9.0
312.432434,304.432434,48.771942,40.771942,10.0
313.174469,305.174469,48.823933,40.823933,11.0
313.916504,305.916504,48.875923,40.875923,12.0
314.928823,306.928823,49.188272,41.188272,13.0
315.941142,307.941142,49.50062,41.50062,14.0
316.953461,308.953461,49.812969,41.812969,15.0
318.115855,310.115855,50.12641,42.12641,16.0
319.278249,311.278249,50.439851,42.439851,17.0
320.440643,312.440643,50.753292,42.753292,18.0
321.849172,313.849172,51.210541,43.210541,19.0
323.2577,315.2577,51.667789,43.667789,20.0
324.666229,316.666229,52.125038,44.125038,21.0
326.208679,318.208679,52.732273,44.732273,22.0
327.751129,319.751129,53.339508,45.339508,23.0
329.293579,321.293579,53.946743,45.946743,24.0
330.94221,322.94221,54.656153,46.656153,25.0
332.59084,324.59084,55.365564,47.365564,26.0
334.239471,326.239471,56.074974,48.074974,27.0
335.843617,327.843617,56.967358,48.967358,28.0
337.447764,329.447764,57.859741,49.859741,29.0
339.05191,331.05191,58.752125,50.752125,30.0
340.023041,332.023041,59.958894,51.958894,31.0
340.994171,332.994171,61.165664,53.165664,32.0
341.965302,333.965302,62.372433,54.372433,33.0
343.655589,335.655589,62.646996,54.646996,34.0
345.345876,337.345876,62.921558,54.921558,35.0
347.036163,339.036163,63.196121,55.196121,36.0
348.546122,340.546122,63.605046,55.605046,37.0
350.056081,342.056081,64.013972,56.013972,38.0
351.56604,343.56604,64.422897,56.422897,39.0
