,lon_west,lat_north,lat_south,step
280.266968,272.266968,37.713665,29.713665,0.0
280.86791,272.86791,37.524737,29.524737,1.0
281.468852,273.468852,37.335809,29.335809,2.0
282.069794,274.069794,37.146881,29.146881,3.0
282.516551,274.516551,37.063259,29.063259,4.0
282.963308,274.963308,36.979637,28.979637,5.0
283.410065,275.410065,36.896015,28.896015,6.0
284.174896,276.174896,36.909809,28.909809,7.0
284.939728,276.939728,36.923603,28.923603,8.0
285.704559,277.704559,36.937397,28.937397,9.0
286.54185,278.54185,37.100881,29.100881,10.0
287.37914,279.37914,37.264365,29.264365,11.0
288.216431,280.216431,37.427849,29.427849,12.0
289.228262,281.228262,37.720132,29.720132,13.0
290.240092,282.240092,38.012416,30.012416,14.0
291.251923,283.251923,38.304699,30.304699,15.0
292.225403,284.225403,38.568709,30.568709,16.0
293.198883,285.198883,38.832719,30.832719,17.0
294.172363,286.172363,39.096729,31.096729,18.0
295.805715,287.805715,39.254421,31.254421,19.0
297.439066,289.439066,39.412113,31.412113,20.0
299.072418,291.072418,39.569805,31.569805,21.0
300.717733,292.717733,40.130838,32.130838,22.0
302.363047,294.363047,40.69187,32.69187,23.0
304.008362,296.008362,41.252903,33.252903,24.0
304.814331,296.814331,41.596606,33.596606,25.0
305.620301,297.620301,41.940309,33.940309,26.0
306.42627,298.42627,42.284012,34.284012,27.0
307.484904,299.484904,42.706614,34.706614,28.0
308.543539,300.543539,43.129217,35.129217,29.0
309.602173,301.602173,43.551819,35.551819,30.0
310.859945,302.859945,44.029288,36.029288,31.0
312.117716,304.117716,44.506757,36.506757,32.0
313.375488,305.375488,44.984226,36.984226,33.0
314.703338,306.703338,45.547081,37.547081,34.0
316.031189,308.031189,46.109936,38.109936,35.0
317.359039,309.359039,46.672791,38.672791,36.0
318.775716,310.775716,47.323508,39.323508,37.0
320.192393,312.192393,47.974226,39.974226,38.0
321.60907,313.60907,48.624943,40.624943,39.0
322.849111,314.849111,49.112684,41.112684,40.0
324.089152,316.089152,49.600424,41.600424,41.0
325.329193,317.329193,50.088165,42.088165,42.0
326.835826,318.835826,50.660733,42.660733,43.0
328.342458,320.342458,51.233302,43.233302,44.0
329.849091,321.849091,51.80587,43.80587,45.0
331.135447,323.135447,52.247484,44.247484,46.0
332.421804,324.421804,52.689097,44.689097,47.0
333.70816,325.70816,53.130711,45.130711,48.0
335.245971,327.245971,53.593179,45.593179,49.0
336.783783,328.783783,54.055648,46.055648,50.0
338.321594,330.321594,54.518116,46.518116,51.0
339.683299,331.683299,54.870001,46.870001,52.0
341.045003,333.045003,55.221887,47.221887,53.0
342.406708,334.406708,55.573772,47.573772,54.0
343.71814,335.71814,55.897314,47.897314,55.0
345.029571,337.029571,56.220857,48.220857,56.0
346.341003,338.341003,56.544399,48.544399,57.0
347.761047,339.761047,56.910838,48.910838,58.0
349.181091,341.181091,57.277276,49.277276,59.0
