,lon_west,lat_north,lat_south,step
285.37085,277.37085,36.907661,28.907661,0.0
285.746582,277.746582,37.162967,29.162967,1.0
286.122315,278.122315,37.418274,29.418274,2.0
286.498047,278.498047,37.67358,29.67358,3.0
286.873952,278.873952,37.818456,29.818456,4.0
287.249858,279.249858,37.963332,29.963332,5.0
287.625763,279.625763,38.108208,30.108208,6.0
288.031036,280.031036,38.112829,30.112829,7.0
288.43631,280.43631,38.117449,30.117449,8.0
288.841583,280.841583,38.12207,30.12207,9.0
289.265208,281.265208,38.149392,30.149392,10.0
289.688832,281.688832,38.176715,30.176715,11.0
290.112457,282.112457,38.204037,30.204037,12.0
290.265889,282.265889,38.398715,30.398715,13.0
290.419322,282.419322,38.593393,30.593393,14.0
290.572754,282.572754,38.788071,30.788071,15.0
290.771261,282.771261,38.995397,30.995397,16.0
290.969767,282.969767,39.202723,31.202723,17.0
291.168274,283.168274,39.410049,31.410049,18.0
291.377075,283.377075,39.533608,31.533608,19.0
291.585877,283.585877,39.657168,31.657168,20.0
291.794678,283.794678,39.780727,31.780727,21.0
291.884481,283.884481,39.906936,31.906936,22.0
291.974284,283.974284,40.033146,32.033146,23.0
292.064087,284.064087,40.159355,32.159355,24.0
292.119914,284.119914,40.359697,32.359697,25.0
292.17574,284.17574,40.560038,32.560038,26.0
292.231567,284.231567,40.76038,32.76038,27.0
292.503682,284.503682,40.875841,32.875841,28.0
292.775798,284.775798,40.991301,32.991301,29.0
293.047913,285.047913,41.106762,33.106762,30.0
293.566874,285.566874,40.992968,32.992968,31.0
294.085836,286.085836,40.879175,32.879175,32.0
294.604797,286.604797,40.765381,32.765381,33.0
295.422383,287.422383,40.551257,32.551257,34.0
296.23997,288.23997,40.337133,32.337133,35.0
297.057556,289.057556,40.123009,32.123009,36.0
297.980041,289.980041,39.82319,31.82319,37.0
298.902527,290.902527,39.523372,31.523372,38.0
299.825012,291.825012,39.223553,31.223553,39.0
300.429718,292.429718,39.133068,31.133068,40.0
301.034424,293.034424,39.042584,31.042584,41.0
301.63913,293.63913,38.952099,30.952099,42.0
302.332164,294.332164,38.814627,30.814627,43.0
303.025197,295.025197,38.677156,30.677156,44.0
303.718231,295.718231,38.539684,30.539684,45.0
305.404246,297.404246,37.746348,29.746348,46.0
307.090261,299.090261,36.953012,28.953012,47.0
308.776276,300.776276,36.159676,28.159676,48.0
309.38385,301.38385,35.900822,27.900822,49.0
309.991425,301.991425,35.641968,27.641968,50.0
310.598999,302.598999,35.383114,27.383114,51.0
311.085093,303.085093,35.148401,27.148401,52.0
311.571187,303.571187,34.913689,26.913689,53.0
312.057281,304.057281,34.678976,26.678976,54.0
312.711741,304.711741,34.397865,26.397865,55.0
313.3662,305.3662,34.116753,26.116753,56.0
314.02066,306.02066,33.835642,25.835642,57.0
314.847564,306.847564,33.66762,25.66762,58.0
315.674469,307.674469,33.499599,25.499599,59.0
316.501373,308.501373,33.331577,25.331577,60.0
316.867116,308.867116,33.216184,25.216184,61.0
317.232859,309.232859,33.100792,25.100792,62.0
317.598602,309.598602,32.985399,24.985399,63.0
318.093506,310.093506,32.856137,24.856137,64.0
318.588409,310.588409,32.726876,24.726876,65.0
319.083313,311.083313,32.597614,24.597614,66.0
319.758931,311.758931,32.518254,24.518254,67.0
320.43455,312.43455,32.438893,24.438893,68.0
321.110168,313.110168,32.359533,24.359533,69.0
322.225464,314.225464,32.234608,24.234608,70.0
323.340759,315.340759,32.109683,24.109683,71.0
324.456055,316.456055,31.984758,23.984758,72.0
325.083598,317.083598,31.851383,23.851383,73.0
325.711141,317.711141,31.718008,23.718008,74.0
326.338684,318.338684,31.584633,23.584633,75.0
327.141418,319.141418,31.591199,23.591199,76.0
327.944153,319.944153,31.597764,23.597764,77.0
328.746887,320.746887,31.60433,23.60433,78.0
329.560486,321.560486,31.690165,23.690165,79.0
330.374084,322.374084,31.775999,23.775999,80.0
331.187683,323.187683,31.861834,23.861834,81.0
332.148865,324.148865,32.093301,24.093301,82.0
333.110046,325.110046,32.324767,24.324767,83.0
334.071228,326.071228,32.556234,24.556234,84.0
334.800018,326.800018,32.777133,24.777133,85.0
335.528809,327.528809,32.998032,24.998032,86.0
336.257599,328.257599,33.218931,25.218931,87.0
337.141073,329.141073,33.609972,25.609972,88.0
338.024546,330.024546,34.001013,26.001013,89.0
338.90802,330.90802,34.392054,26.392054,90.0
339.895569,331.895569,34.881706,26.881706,91.0
340.883118,332.883118,35.371358,27.371358,92.0
341.870667,333.870667,35.86101,27.86101,93.0
342.757335,334.757335,36.415955,28.415955,94.0
343.644002,335.644002,36.9709,28.9709,95.0
344.53067,336.53067,37.525845,29.525845,96.0
345.274119,337.274119,38.098885,30.098885,97.0
346.017568,338.017568,38.671925,30.671925,98.0
346.761017,338.761017,39.244965,31.244965,99.0
347.430695,339.430695,39.81821,31.81821,100.0
348.100372,340.100372,40.391454,32.391454,101.0
348.77005,340.77005,40.964699,32.964699,102.0
349.423767,341.423767,41.439294,33.439294,103.0
350.077484,342.077484,41.91389,33.91389,104.0
