,lon_west,lat_north,lat_south,step
300.15033,292.15033,47.846214,39.846214,0.0
301.220246,293.220246,47.624719,39.624719,1.0
302.290161,294.290161,47.403223,39.403223,2.0
303.360077,295.360077,47.181728,39.181728,3.0
304.335032,296.335032,46.985719,38.985719,4.0
305.309988,297.309988,46.789709,38.789709,5.0
306.284943,298.284943,46.5937,38.5937,6.0
307.26652,299.26652,46.54502,38.54502,7.0
308.248098,300.248098,46.496339,38.496339,8.0
309.229675,301.229675,46.447659,38.447659,9.0
310.497935,302.497935,46.421045,38.421045,10.0
311.766194,303.766194,46.394431,38.394431,11.0
313.034454,305.034454,46.367817,38.367817,12.0
314.334879,306.334879,46.397906,38.397906,13.0
315.635305,307.635305,46.427995,38.427995,14.0
316.93573,308.93573,46.458084,38.458084,15.0
318.061462,310.061462,46.37701,38.37701,16.0
319.187195,311.187195,46.295937,38.295937,17.0
320.312927,312.312927,46.214863,38.214863,18.0
321.492706,313.492706,46.312415,38.312415,19.0
322.672485,314.672485,46.409967,38.409967,20.0
323.852264,315.852264,46.507519,38.507519,21.0
325.11616,317.11616,46.54649,38.54649,22.0
326.380055,318.380055,46.585461,38.585461,23.0
327.643951,319.643951,46.624432,38.624432,24.0
328.778086,320.778086,46.73209,38.73209,25.0
329.912221,321.912221,46.839749,38.839749,26.0
331.046356,323.046356,46.947407,38.947407,27.0
332.296326,324.296326,47.240886,39.240886,28.0
333.546295,325.546295,47.534364,39.534364,29.0
334.796265,326.796265,47.827843,39.827843,30.0
336.413798,328.413798,48.443385,40.443385,31.0
338.031332,330.031332,49.058927,41.058927,32.0
339.648865,331.648865,49.674469,41.674469,33.0
340.835805,332.835805,50.138102,42.138102,34.0
342.022746,334.022746,50.601736,42.601736,35.0
343.209686,335.209686,51.065369,43.065369,36.0
344.333821,336.333821,51.724443,43.724443,37.0
345.457957,337.457957,52.383517,44.383517,38.0
346.582092,338.582092,53.042591,45.042591,39.0
347.433105,339.433105,53.653484,45.653484,40.0
348.284119,340.284119,54.264378,46.264378,41.0
349.135132,341.135132,54.875271,46.875271,42.0
