,lon_west,lat_north,lat_south,step
275.13559,267.13559,45.447643,37.447643,0.0
276.201182,268.201182,45.30351,37.30351,1.0
277.266775,269.266775,45.159377,37.159377,2.0
278.332367,270.332367,45.015244,37.015244,3.0
278.910756,270.910756,44.630407,36.630407,4.0
279.489146,271.489146,44.24557,36.24557,5.0
280.067535,272.067535,43.860733,35.860733,6.0
280.964253,272.964253,43.727712,35.727712,7.0
281.860972,273.860972,43.594691,35.594691,8.0
282.75769,274.75769,43.46167,35.46167,9.0
283.328369,275.328369,43.222828,35.222828,10.0
283.899048,275.899048,42.983986,34.983986,11.0
284.469727,276.469727,42.745144,34.745144,12.0
285.43515,277.43515,42.805842,34.805842,13.0
286.400574,278.400574,42.86654,34.86654,14.0
287.365997,279.365997,42.927238,34.927238,15.0
288.224701,280.224701,42.987583,34.987583,16.0
289.083404,281.083404,43.047928,35.047928,17.0
289.942108,281.942108,43.108273,35.108273,18.0
290.76062,282.76062,43.161967,35.161967,19.0
291.579132,283.579132,43.215662,35.215662,20.0
292.397644,284.397644,43.269356,35.269356,21.0
292.882924,284.882924,42.874617,34.874617,22.0
293.368205,285.368205,42.479879,34.479879,23.0
293.853485,285.853485,42.08514,34.08514,24.0
294.147369,286.147369,41.653513,33.653513,25.0
294.441254,286.441254,41.221887,33.221887,26.0
294.735138,286.735138,40.79026,32.79026,27.0
295.084585,287.084585,40.647697,32.647697,28.0
295.434031,287.434031,40.505135,32.505135,29.0
295.783478,287.783478,40.362572,32.362572,30.0
296.372426,288.372426,40.375439,32.375439,31.0
296.961375,288.961375,40.388306,32.388306,32.0
297.550323,289.550323,40.401173,32.401173,33.0
298.471883,290.471883,40.610947,32.610947,34.0
299.393442,291.393442,40.820721,32.820721,35.0
300.315002,292.315002,41.030495,33.030495,36.0
300.674296,292.674296,40.901598,32.901598,37.0
301.033589,293.033589,40.7727,32.7727,38.0
301.392883,293.392883,40.643803,32.643803,39.0
301.500976,293.500976,40.594513,32.594513,40.0
301.60907,293.60907,40.545224,32.545224,41.0
301.717163,293.717163,40.495934,32.495934,42.0
302.281687,294.281687,40.757358,32.757358,43.0
302.846212,294.846212,41.018781,33.018781,44.0
303.410736,295.410736,41.280205,33.280205,45.0
303.927073,295.927073,41.48862,33.48862,46.0
304.44341,296.44341,41.697034,33.697034,47.0
304.959747,296.959747,41.905449,33.905449,48.0
305.804199,297.804199,42.424124,34.424124,49.0
306.648651,298.648651,42.9428,34.9428,50.0
307.493103,299.493103,43.461475,35.461475,51.0
308.212901,300.212901,43.850322,35.850322,52.0
308.932698,300.932698,44.23917,36.23917,53.0
309.652496,301.652496,44.628017,36.628017,54.0
310.169179,302.169179,44.870637,36.870637,55.0
310.685862,302.685862,45.113257,37.113257,56.0
311.202545,303.202545,45.355877,37.355877,57.0
311.746104,303.746104,45.66796,37.66796,58.0
312.289662,304.289662,45.980043,37.980043,59.0
312.833221,304.833221,46.292126,38.292126,60.0
313.470347,305.470347,46.61991,38.61991,61.0
314.107472,306.107472,46.947694,38.947694,62.0
314.744598,306.744598,47.275478,39.275478,63.0
315.26419,307.26419,47.75166,39.75166,64.0
315.783783,307.783783,48.227843,40.227843,65.0
316.303375,308.303375,48.704025,40.704025,66.0
316.73583,308.73583,48.991953,40.991953,67.0
317.168284,309.168284,49.279882,41.279882,68.0
317.600739,309.600739,49.56781,41.56781,69.0
318.09255,310.09255,49.884254,41.884254,70.0
318.584361,310.584361,50.200699,42.200699,71.0
319.076172,311.076172,50.517143,42.517143,72.0
319.548309,311.548309,50.81162,42.81162,73.0
320.020447,312.020447,51.106097,43.106097,74.0
320.492584,312.492584,51.400574,43.400574,75.0
320.980377,312.980377,51.714372,43.714372,76.0
321.46817,313.46817,52.028171,44.028171,77.0
321.955963,313.955963,52.341969,44.341969,78.0
322.584391,314.584391,52.845926,44.845926,79.0
323.21282,315.21282,53.349883,45.349883,80.0
323.841248,315.841248,53.85384,45.85384,81.0
324.423503,316.423503,54.102104,46.102104,82.0
325.005758,317.005758,54.350369,46.350369,83.0
325.588013,317.588013,54.598633,46.598633,84.0
326.783163,318.783163,55.825408,47.825408,85.0
327.978312,319.978312,57.052182,49.052182,86.0
329.173462,321.173462,58.278957,50.278957,87.0
329.960093,321.960093,58.9183,50.9183,88.0
330.746725,322.746725,59.557644,51.557644,89.0
331.533356,323.533356,60.196987,52.196987,90.0
332.39973,324.39973,60.765647,52.765647,91.0
333.266103,325.266103,61.334306,53.334306,92.0
334.132477,326.132477,61.902966,53.902966,93.0
335.273417,327.273417,62.52246,54.52246,94.0
336.414358,328.414358,63.141954,55.141954,95.0
337.555298,329.555298,63.761448,55.761448,96.0
338.99528,330.99528,64.280661,56.280661,97.0
340.435262,332.435262,64.799875,56.799875,98.0
341.875244,333.875244,65.319088,57.319088,99.0
343.310394,335.310394,65.802303,57.802303,100.0
344.745545,336.745545,66.285519,58.285519,101.0
346.180695,338.180695,66.768734,58.768734,102.0
347.806427,339.806427,67.157593,59.157593,103.0
349.43216,341.43216,67.546451,59.546451,104.0
351.057892,343.057892,67.93531,59.93531,105.0
352.808675,344.808675,68.231926,60.231926,106.0
354.559459,346.559459,68.528541,60.528541,107.0
356.310242,348.310242,68.825157,60.825157,108.0
358.056305,350.056305,69.081067,61.081067,109.0
359.802368,351.802368,69.336978,61.336978,110.0
1.548431,353.548431,69.592888,61.592888,111.0
3.003421,355.003421,69.757594,61.757594,112.0
4.458411,356.458411,69.9223,61.9223,113.0
