,lon_west,lat_north,lat_south,step
288.968842,280.968842,51.948105,43.948105,0.0
289.505209,281.505209,52.296789,44.296789,1.0
290.041575,282.041575,52.645472,44.645472,2.0
290.577942,282.577942,52.994156,44.994156,3.0
290.948578,282.948578,53.167224,45.167224,4.0
291.319214,283.319214,53.340291,45.340291,5.0
291.68985,283.68985,53.513359,45.513359,6.0
292.038117,284.038117,53.585286,45.585286,7.0
292.386383,284.386383,53.657214,45.657214,8.0
292.73465,284.73465,53.729141,45.729141,9.0
293.094167,285.094167,53.712805,45.712805,10.0
293.453685,285.453685,53.69647,45.69647,11.0
293.813202,285.813202,53.680134,45.680134,12.0
293.742422,285.742422,53.418825,45.418825,13.0
293.671641,285.671641,53.157515,45.157515,14.0
293.600861,285.600861,52.896206,44.896206,15.0
293.882558,285.882558,52.733018,44.733018,16.0
294.164256,286.164256,52.569831,44.569831,17.0
294.445953,286.445953,52.406643,44.406643,18.0
294.940928,286.940928,52.128485,44.128485,19.0
295.435903,287.435903,51.850328,43.850328,20.0
295.930878,287.930878,51.57217,43.57217,21.0
296.23877,288.23877,51.564828,43.564828,22.0
296.546661,288.546661,51.557486,43.557486,23.0
296.854553,288.854553,51.550144,43.550144,24.0
297.08021,289.08021,51.75703,43.75703,25.0
297.305868,289.305868,51.963917,43.963917,26.0
297.531525,289.531525,52.170803,44.170803,27.0
298.115062,290.115062,52.245593,44.245593,28.0
298.698598,290.698598,52.320382,44.320382,29.0
299.282135,291.282135,52.395172,44.395172,30.0
299.827932,291.827932,52.526278,44.526278,31.0
300.373728,292.373728,52.657384,44.657384,32.0
300.919525,292.919525,52.78849,44.78849,33.0
301.143453,293.143453,52.835661,44.835661,34.0
301.367381,293.367381,52.882833,44.882833,35.0
301.591309,293.591309,52.930004,44.930004,36.0
301.839417,293.839417,52.992166,44.992166,37.0
302.087524,294.087524,53.054327,45.054327,38.0
302.335632,294.335632,53.116489,45.116489,39.0
302.803345,294.803345,53.223214,45.223214,40.0
303.271057,295.271057,53.32994,45.32994,41.0
303.73877,295.73877,53.436665,45.436665,42.0
304.260214,296.260214,53.531234,45.531234,43.0
304.781657,296.781657,53.625802,45.625802,44.0
305.303101,297.303101,53.720371,45.720371,45.0
306.035228,298.035228,53.868439,45.868439,46.0
306.767354,298.767354,54.016506,46.016506,47.0
307.499481,299.499481,54.164574,46.164574,48.0
308.63148,300.63148,54.492447,46.492447,49.0
309.763478,301.763478,54.82032,46.82032,50.0
310.895477,302.895477,55.148193,47.148193,51.0
311.43397,303.43397,55.302659,47.302659,52.0
311.972463,303.972463,55.457125,47.457125,53.0
312.510956,304.510956,55.611591,47.611591,54.0
313.000916,305.000916,55.734783,47.734783,55.0
313.490875,305.490875,55.857975,47.857975,56.0
313.980835,305.980835,55.981167,47.981167,57.0
314.420003,306.420003,56.056988,48.056988,58.0
314.859172,306.859172,56.132809,48.132809,59.0
315.29834,307.29834,56.20863,48.20863,60.0
315.661692,307.661692,56.284254,48.284254,61.0
316.025045,308.025045,56.359877,48.359877,62.0
316.388397,308.388397,56.435501,48.435501,63.0
316.745717,308.745717,56.517963,48.517963,64.0
317.103038,309.103038,56.600426,48.600426,65.0
317.460358,309.460358,56.682888,48.682888,66.0
317.737132,309.737132,56.590445,48.590445,67.0
318.013906,310.013906,56.498003,48.498003,68.0
318.29068,310.29068,56.40556,48.40556,69.0
318.590617,310.590617,56.140407,48.140407,70.0
318.890554,310.890554,55.875253,47.875253,71.0
319.190491,311.190491,55.6101,47.6101,72.0
319.083374,311.083374,55.196472,47.196472,73.0
318.976258,310.976258,54.782845,46.782845,74.0
318.869141,310.869141,54.369217,46.369217,75.0
319.383504,311.383504,54.409552,46.409552,76.0
319.897868,311.897868,54.449888,46.449888,77.0
320.412231,312.412231,54.490223,46.490223,78.0
320.98117,312.98117,54.406006,46.406006,79.0
321.55011,313.55011,54.321789,46.321789,80.0
322.119049,314.119049,54.237572,46.237572,81.0
322.777913,314.777913,54.164247,46.164247,82.0
323.436778,315.436778,54.090922,46.090922,83.0
324.095642,316.095642,54.017597,46.017597,84.0
324.791117,316.791117,53.831376,45.831376,85.0
325.486593,317.486593,53.645156,45.645156,86.0
326.182068,318.182068,53.458935,45.458935,87.0
326.783447,318.783447,53.149159,45.149159,88.0
327.384827,319.384827,52.839382,44.839382,89.0
327.986206,319.986206,52.529606,44.529606,90.0
328.412445,320.412445,51.726507,43.726507,91.0
328.838684,320.838684,50.923407,42.923407,92.0
329.264923,321.264923,50.120308,42.120308,93.0
330.406433,322.406433,50.261306,42.261306,94.0
331.547943,323.547943,50.402303,42.402303,95.0
332.689453,324.689453,50.543301,42.543301,96.0
334.167348,326.167348,50.860462,42.860462,97.0
335.645243,327.645243,51.177624,43.177624,98.0
337.123138,329.123138,51.494785,43.494785,99.0
338.610178,330.610178,51.686568,43.686568,100.0
340.097219,332.097219,51.87835,43.87835,101.0
341.584259,333.584259,52.070133,44.070133,102.0
343.046875,335.046875,52.283198,44.283198,103.0
344.509491,336.509491,52.496263,44.496263,104.0
345.972107,337.972107,52.709328,44.709328,105.0
347.42276,339.42276,53.054044,45.054044,106.0
348.873413,340.873413,53.398761,45.398761,107.0
