,lon_west,lat_north,lat_south,step
320.961304,312.961304,40.698769,32.698769,0.0
321.716706,313.716706,40.74904,32.74904,1.0
322.472107,314.472107,40.799312,32.799312,2.0
323.227509,315.227509,40.849583,32.849583,3.0
324.495504,316.495504,41.06116,33.06116,4.0
325.763499,317.763499,41.272737,33.272737,5.0
327.031494,319.031494,41.484314,33.484314,6.0
327.965169,319.965169,41.608273,33.608273,7.0
328.898845,320.898845,41.732231,33.732231,8.0
329.83252,321.83252,41.85619,33.85619,9.0
330.412354,322.412354,41.974874,33.974874,10.0
330.992187,322.992187,42.093558,34.093558,11.0
331.572021,323.572021,42.212242,34.212242,12.0
332.571767,324.571767,42.533871,34.533871,13.0
333.571513,325.571513,42.855499,34.855499,14.0
334.571259,326.571259,43.177128,35.177128,15.0
335.393962,327.393962,43.489796,35.489796,16.0
336.216665,328.216665,43.802463,35.802463,17.0
337.039368,329.039368,44.115131,36.115131,18.0
338.105896,330.105896,44.577345,36.577345,19.0
339.172425,331.172425,45.03956,37.03956,20.0
340.238953,332.238953,45.501774,37.501774,21.0
341.456503,333.456503,46.088937,38.088937,22.0
342.674052,334.674052,46.676101,38.676101,23.0
343.891602,335.891602,47.263264,39.263264,24.0
344.868032,336.868032,47.738541,39.738541,25.0
345.844462,337.844462,48.213818,40.213818,26.0
346.820892,338.820892,48.689095,40.689095,27.0
347.93042,339.93042,49.290488,41.290488,28.0
349.039947,341.039947,49.891882,41.891882,29.0
350.149475,342.149475,50.493275,42.493275,30.0
