,lon_west,lat_north,lat_south,step
281.947174,273.947174,43.417347,35.417347,0.0
283.028544,275.028544,43.077426,35.077426,1.0
284.109914,276.109914,42.737504,34.737504,2.0
285.191284,277.191284,42.397583,34.397583,3.0
285.96523,277.96523,42.040075,34.040075,4.0
286.739177,278.739177,41.682566,33.682566,5.0
287.513123,279.513123,41.325058,33.325058,6.0
288.332215,280.332215,41.495714,33.495714,7.0
289.151306,281.151306,41.666369,33.666369,8.0
289.970398,281.970398,41.837025,33.837025,9.0
290.920329,282.920329,42.049215,34.049215,10.0
291.870259,283.870259,42.261405,34.261405,11.0
292.82019,284.82019,42.473595,34.473595,12.0
293.806244,285.806244,42.459702,34.459702,13.0
294.792297,286.792297,42.445808,34.445808,14.0
295.778351,287.778351,42.431915,34.431915,15.0
297.040975,289.040975,42.505503,34.505503,16.0
298.303599,290.303599,42.579091,34.579091,17.0
299.566223,291.566223,42.652679,34.652679,18.0
300.992584,292.992584,42.761498,34.761498,19.0
302.418945,294.418945,42.870318,34.870318,20.0
303.845306,295.845306,42.979137,34.979137,21.0
304.826385,296.826385,43.10977,35.10977,22.0
305.807465,297.807465,43.240404,35.240404,23.0
306.788544,298.788544,43.371037,35.371037,24.0
307.793061,299.793061,43.591688,35.591688,25.0
308.797577,300.797577,43.812339,35.812339,26.0
309.802094,301.802094,44.03299,36.03299,27.0
310.911805,302.911805,44.359808,36.359808,28.0
312.021515,304.021515,44.686625,36.686625,29.0
313.131226,305.131226,45.013443,37.013443,30.0
314.386719,306.386719,45.37397,37.37397,31.0
315.642212,307.642212,45.734497,37.734497,32.0
316.897705,308.897705,46.095024,38.095024,33.0
318.290161,310.290161,46.500108,38.500108,34.0
319.682617,311.682617,46.905192,38.905192,35.0
321.075073,313.075073,47.310276,39.310276,36.0
322.132894,314.132894,47.689075,39.689075,37.0
323.190714,315.190714,48.067875,40.067875,38.0
324.248535,316.248535,48.446674,40.446674,39.0
325.630361,317.630361,49.00067,41.00067,40.0
327.012186,319.012186,49.554666,41.554666,41.0
328.394012,320.394012,50.108662,42.108662,42.0
329.435557,321.435557,50.605262,42.605262,43.0
330.477101,322.477101,51.101861,43.101861,44.0
331.518646,323.518646,51.598461,43.598461,45.0
332.479095,324.479095,52.032937,44.032937,46.0
333.439545,325.439545,52.467414,44.467414,47.0
334.399994,326.399994,52.90189,44.90189,48.0
335.465129,327.465129,53.370406,45.370406,49.0
336.530263,328.530263,53.838922,45.838922,50.0
337.595398,329.595398,54.307438,46.307438,51.0
338.721232,330.721232,54.869422,46.869422,52.0
339.847066,331.847066,55.431405,47.431405,53.0
340.9729,332.9729,55.993389,47.993389,54.0
342.049459,334.049459,56.61231,48.61231,55.0
343.126017,335.126017,57.23123,49.23123,56.0
344.202576,336.202576,57.850151,49.850151,57.0
345.276571,337.276571,58.428017,50.428017,58.0
346.350566,338.350566,59.005882,51.005882,59.0
347.424561,339.424561,59.583748,51.583748,60.0
348.454885,340.454885,60.12726,52.12726,61.0
349.485209,341.485209,60.670771,52.670771,62.0
